Timestamp,Dni,Dhi,Ghi,AirTemp,DewpointTemp,WindSpeed10m,WindDirection10m,RelativeHumidity,POA,Ppv
2022-10-26 15:30:00,150,505,646,27.1,20.0,3.1,131,64.9,469.13,2.24
2022-10-26 16:00:00,266,429,668,27.1,20.0,3.2,128,64.9,416.72,2.0
2022-10-26 16:30:00,426,327,685,27.3,19.8,3.4,127,63.7,348.19,1.68
2022-10-26 17:00:00,95,418,491,27.4,19.6,3.5,126,62.4,187.58,0.91
2022-10-26 17:30:00,142,353,449,27.5,19.2,3.6,126,60.5,111.27,0.54
2022-10-26 18:00:00,748,103,542,27.5,18.9,3.8,126,59.7,58.93,0.29
2022-10-26 18:30:00,352,188,359,26.9,19.0,4.0,124,62.0,0.0,0.0
2022-10-26 19:00:00,34,192,205,26.4,19.1,4.1,122,64.4,0.0,0.0
2022-10-27 06:00:00,0,0,0,21.2,19.9,0.9,1,92.4,0.0,0.0
2022-10-27 06:30:00,0,0,0,21.0,19.8,0.6,334,92.6,0.0,0.0
2022-10-27 07:00:00,0,0,0,20.8,19.7,0.6,300,93.1,0.0,0.0
2022-10-27 07:30:00,0,0,0,20.5,19.5,0.7,296,93.9,0.0,0.0
2022-10-27 08:00:00,0,3,3,20.4,19.4,0.8,294,94.4,1.72,0.01
2022-10-27 08:30:00,170,47,69,21.0,19.9,0.9,297,93.9,47.12,0.23
2022-10-27 09:00:00,330,83,167,21.7,20.3,1.1,305,91.8,130.14,0.63
2022-10-27 09:30:00,674,66,309,23.1,20.5,1.2,324,85.3,265.47,1.28
2022-10-27 10:00:00,752,75,430,24.3,20.5,1.6,338,79.6,396.13,1.9
2022-10-27 10:30:00,806,82,547,25.1,20.3,2.2,347,74.7,527.76,2.51
2022-10-27 11:00:00,764,121,636,25.9,20.0,2.6,352,70.0,629.64,2.98
2022-10-27 11:30:00,622,209,681,26.9,19.8,2.6,354,65.4,679.85,3.21
2022-10-27 12:00:00,643,224,760,27.7,19.7,2.6,356,61.5,758.02,3.56
2022-10-27 12:30:00,912,97,913,28.2,19.5,2.6,358,59.2,912.88,4.25
2022-10-27 13:00:00,769,190,914,28.7,19.4,2.6,0,57.4,909.47,4.23
2022-10-27 13:30:00,746,213,939,29.0,19.6,2.7,1,56.8,915.89,4.26
2022-10-27 14:00:00,935,101,1027,29.4,19.6,2.7,3,55.5,964.32,4.47
2022-10-27 14:30:00,935,101,1028,29.9,19.1,2.6,6,52.4,910.04,4.24
2022-10-27 15:00:00,932,100,1010,30.3,18.8,2.5,10,50.0,822.55,3.86
2022-10-27 15:30:00,753,201,913,30.5,18.6,2.4,14,49.1,663.94,3.15
2022-10-27 16:00:00,680,229,840,30.6,18.5,2.5,20,48.4,524.98,2.51
2022-10-27 16:30:00,404,344,683,30.8,18.6,2.7,32,48.3,348.08,1.68
2022-10-27 17:00:00,611,220,689,30.8,18.7,3.1,41,48.6,264.25,1.28
2022-10-27 17:30:00,841,94,669,30.5,18.9,3.7,45,49.9,166.9,0.81
2022-10-27 18:00:00,790,95,560,30.2,19.1,4.2,47,51.5,61.92,0.3
2022-10-27 18:30:00,726,90,442,29.6,19.4,4.5,48,54.2,0.0,0.0
2022-10-27 19:00:00,654,78,322,29.0,19.7,4.8,48,57.1,0.0,0.0
2022-10-28 06:00:00,0,0,0,23.8,20.7,3.2,3,82.5,0.0,0.0
2022-10-28 06:30:00,0,0,0,23.6,20.6,3.1,359,83.2,0.0,0.0
2022-10-28 07:00:00,0,0,0,23.4,20.5,2.9,355,83.7,0.0,0.0
2022-10-28 07:30:00,0,0,0,23.3,20.3,2.7,350,83.4,0.0,0.0
2022-10-28 08:00:00,1,4,4,23.3,20.3,2.4,344,83.1,2.29,0.01
2022-10-28 08:30:00,335,38,81,23.6,20.5,2.2,337,82.7,55.4,0.27
2022-10-28 09:00:00,543,59,193,24.2,20.7,2.2,332,81.1,150.56,0.73
2022-10-28 09:30:00,670,72,315,25.3,20.8,2.5,335,76.4,270.86,1.31
2022-10-28 10:00:00,753,81,438,26.3,20.8,2.9,339,72.1,403.76,1.93
2022-10-28 10:30:00,813,86,557,27.0,20.7,3.4,344,68.4,537.66,2.55
2022-10-28 11:00:00,471,246,564,27.6,20.4,3.7,348,64.9,558.52,2.65
2022-10-28 11:30:00,738,163,725,28.1,20.1,3.7,350,61.9,723.78,3.4
2022-10-28 12:00:00,766,170,810,28.7,19.8,3.6,353,58.9,807.59,3.78
2022-10-28 12:30:00,846,144,901,29.3,19.6,3.7,358,55.9,900.85,4.19
2022-10-28 13:00:00,774,197,926,30.0,19.4,3.7,3,53.0,921.63,4.29
2022-10-28 13:30:00,939,105,1020,30.7,19.2,3.6,10,50.5,995.3,4.61
2022-10-28 14:00:00,887,140,1019,31.3,19.0,3.6,16,48.0,957.35,4.45
2022-10-28 14:30:00,941,107,1039,31.8,18.6,3.6,22,45.5,920.47,4.29
2022-10-28 15:00:00,933,109,1020,32.2,18.3,3.7,27,43.8,831.52,3.9
2022-10-28 15:30:00,726,225,912,32.1,18.4,3.7,33,44.2,664.08,3.15
2022-10-28 16:00:00,772,186,881,32.1,18.5,3.9,39,44.7,551.59,2.63
2022-10-28 16:30:00,886,110,855,31.9,18.7,4.1,42,45.7,436.84,2.1
2022-10-28 17:00:00,863,106,769,31.6,18.8,4.5,46,46.8,296.06,1.43
2022-10-28 17:30:00,831,102,670,31.3,19.0,4.8,48,48.3,168.25,0.82
2022-10-28 18:00:00,786,97,561,30.8,19.3,5.2,50,50.3,63.05,0.31
2022-10-28 18:30:00,726,91,443,30.2,19.8,5.5,51,53.7,0.0,0.0
2022-10-28 19:00:00,647,80,322,29.4,20.2,5.7,52,57.5,0.0,0.0
2022-10-29 06:00:00,0,0,0,24.0,21.8,2.7,6,87.7,0.0,0.0
2022-10-29 06:30:00,0,0,0,23.8,21.7,2.7,4,88.5,0.0,0.0
2022-10-29 07:00:00,0,0,0,23.6,21.7,2.7,1,89.2,0.0,0.0
2022-10-29 07:30:00,0,0,0,23.4,21.6,2.6,357,89.4,0.0,0.0
2022-10-29 08:00:00,0,1,1,23.4,21.6,2.6,352,89.4,0.57,0.0
2022-10-29 08:30:00,72,49,59,23.9,21.8,2.5,347,88.3,40.41,0.2
2022-10-29 09:00:00,524,61,192,24.5,22.0,2.6,344,86.0,149.94,0.73
2022-10-29 09:30:00,649,75,312,25.5,21.9,3.2,345,80.3,268.49,1.29
2022-10-29 10:00:00,671,101,422,26.5,21.7,3.7,346,75.1,389.24,1.86
2022-10-29 10:30:00,519,185,487,27.3,21.4,3.8,349,70.3,470.3,2.24
2022-10-29 11:00:00,430,257,548,28.1,21.1,3.9,352,66.0,542.82,2.58
2022-10-29 11:30:00,540,248,660,28.8,20.8,3.8,356,62.2,658.88,3.11
2022-10-29 12:00:00,640,228,763,29.5,20.5,3.7,360,58.6,760.42,3.56
2022-10-29 12:30:00,694,219,841,30.2,20.2,3.8,4,54.9,840.82,3.92
2022-10-29 13:00:00,695,231,887,30.9,19.8,3.8,9,51.8,883.01,4.11
2022-10-29 13:30:00,699,238,920,31.4,19.7,3.8,13,49.7,898.07,4.18
2022-10-29 14:00:00,632,282,908,31.9,19.4,3.8,18,47.8,853.53,3.99
2022-10-29 14:30:00,642,276,912,32.1,19.1,3.9,21,46.1,808.54,3.79
2022-10-29 15:00:00,622,282,889,32.2,18.8,3.9,25,45.2,725.42,3.42
2022-10-29 15:30:00,524,324,821,31.9,19.0,3.9,28,46.5,598.58,2.84
2022-10-29 16:00:00,467,335,756,31.6,19.1,3.9,33,47.5,474.15,2.27
2022-10-29 16:30:00,727,179,792,31.8,19.3,4.2,38,47.6,405.65,1.95
2022-10-29 17:00:00,824,113,747,31.8,19.5,4.6,43,48.3,288.67,1.4
2022-10-29 17:30:00,787,110,650,31.2,19.9,5.0,47,51.1,164.28,0.8
2022-10-29 18:00:00,740,105,542,30.6,20.4,5.4,49,54.3,61.89,0.3
2022-10-29 18:30:00,676,98,427,29.9,21.0,5.7,50,58.9,0.0,0.0
2022-10-29 19:00:00,587,87,308,29.1,21.5,6.0,50,63.6,0.0,0.0
2022-10-30 06:00:00,0,0,0,24.7,21.7,3.3,10,83.5,0.0,0.0
2022-10-30 06:30:00,0,0,0,24.5,21.6,3.2,7,84.0,0.0,0.0
2022-10-30 07:00:00,0,0,0,24.3,21.5,3.1,5,84.5,0.0,0.0
2022-10-30 07:30:00,0,0,0,24.3,21.6,2.9,3,84.7,0.0,0.0
2022-10-30 08:00:00,0,1,1,24.4,21.6,2.8,2,84.7,0.58,0.0
2022-10-30 08:30:00,0,14,14,24.7,21.8,2.7,1,84.0,9.6,0.05
2022-10-30 09:00:00,0,35,35,25.1,21.9,2.8,1,82.4,27.36,0.13
2022-10-30 09:30:00,0,57,57,25.8,21.8,3.8,4,78.3,49.09,0.24
2022-10-30 10:00:00,2,235,236,26.6,21.7,4.5,6,74.6,217.8,1.05
2022-10-30 10:30:00,0,315,315,27.2,21.6,4.6,9,71.6,304.32,1.46
2022-10-30 11:00:00,30,381,401,27.7,21.5,4.7,12,69.2,397.3,1.9
2022-10-30 11:30:00,1,420,421,27.9,21.5,4.6,15,68.2,420.27,2.01
2022-10-30 12:00:00,0,467,467,28.2,21.5,4.6,18,67.1,465.22,2.22
2022-10-30 12:30:00,107,493,589,28.6,21.6,4.5,20,66.0,588.84,2.78
2022-10-30 13:00:00,479,345,797,29.0,21.7,4.4,21,65.0,793.57,3.7
2022-10-30 13:30:00,249,478,721,29.3,21.8,4.3,22,64.2,704.07,3.3
2022-10-30 14:00:00,186,516,701,29.6,21.9,4.1,24,63.2,659.28,3.1
2022-10-30 14:30:00,209,506,714,29.9,21.7,4.2,27,61.4,633.44,2.99
2022-10-30 15:00:00,108,542,648,30.2,21.7,4.3,30,60.4,529.25,2.51
2022-10-30 15:30:00,0,540,540,30.1,21.9,4.5,34,61.7,394.19,1.88
2022-10-30 16:00:00,0,386,386,30.0,22.0,4.6,37,62.4,242.5,1.17
2022-10-30 16:30:00,0,285,285,29.8,21.5,4.8,41,61.4,146.32,0.71
2022-10-30 17:00:00,0,403,403,29.4,21.2,5.0,44,61.4,156.3,0.76
2022-10-30 17:30:00,0,296,296,28.7,21.4,5.3,44,64.6,75.28,0.37
2022-10-30 18:00:00,536,178,493,28.1,21.5,5.6,45,67.7,57.17,0.28
2022-10-30 18:30:00,376,184,367,27.5,21.7,6.0,45,70.6,0.0,0.0
2022-10-30 19:00:00,0,120,120,27.0,21.8,6.2,45,73.2,0.0,0.0
2022-10-31 06:00:00,0,0,0,24.3,21.4,3.7,13,83.9,0.0,0.0
2022-10-31 06:30:00,0,0,0,24.3,21.4,3.7,11,83.9,0.0,0.0
2022-10-31 07:00:00,0,0,0,24.2,21.4,3.7,9,84.1,0.0,0.0
2022-10-31 07:30:00,0,0,0,24.0,21.4,3.7,7,85.2,0.0,0.0
2022-10-31 08:00:00,0,1,1,24.0,21.4,3.7,6,85.7,0.58,0.0
2022-10-31 08:30:00,0,4,4,24.2,21.5,3.4,6,84.7,2.75,0.01
2022-10-31 09:00:00,0,25,25,24.5,21.5,3.3,5,83.1,19.56,0.1
2022-10-31 09:30:00,0,49,49,25.1,21.4,3.8,4,79.9,42.23,0.21
2022-10-31 10:00:00,0,65,65,25.6,21.3,4.2,4,77.2,60.02,0.29
2022-10-31 10:30:00,0,120,120,25.8,21.2,4.3,2,75.6,115.98,0.56
2022-10-31 11:00:00,0,148,148,26.1,21.1,4.4,1,74.2,146.67,0.71
2022-10-31 11:30:00,0,189,189,26.4,21.2,4.6,1,73.1,188.67,0.92
2022-10-31 12:00:00,0,221,221,26.6,21.2,4.8,1,72.3,220.06,1.07
2022-10-31 12:30:00,0,345,345,26.6,21.3,4.6,2,72.6,344.88,1.66
2022-10-31 13:00:00,0,376,376,26.6,21.3,4.4,3,72.7,374.45,1.8
2022-10-31 13:30:00,0,271,271,26.7,21.4,4.3,4,72.7,264.72,1.28
2022-10-31 14:00:00,0,276,276,26.8,21.5,4.2,7,72.8,259.7,1.25
2022-10-31 14:30:00,0,280,280,26.7,21.5,4.0,11,73.0,248.57,1.2
2022-10-31 15:00:00,0,353,353,26.8,21.5,4.0,15,72.9,288.56,1.39
2022-10-31 15:30:00,0,467,467,27.1,21.5,4.2,17,71.6,341.31,1.64
2022-10-31 16:00:00,0,460,460,27.3,21.5,4.4,19,70.9,289.47,1.39
2022-10-31 16:30:00,0,425,425,27.2,21.8,4.6,18,72.0,218.71,1.06
2022-10-31 17:00:00,0,338,338,27.2,21.9,4.7,17,72.6,131.56,0.64
2022-10-31 17:30:00,77,369,421,27.3,21.7,4.8,16,71.5,107.73,0.52
2022-10-31 18:00:00,23,319,333,27.4,21.6,4.9,16,70.7,39.2,0.19
2022-10-31 18:30:00,0,230,230,27.5,21.7,4.9,20,70.7,0.0,0.0
2022-10-31 19:00:00,0,128,128,27.5,21.8,4.8,24,71.4,0.0,0.0
