Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9317325,-,-,-,-19.4,-40.05,-3,23,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Temperature,Relative Humidity,Wind Speed,Cloud Type
2024,1,1,0,0,0,0,0,24.3,92.89,0,4
2024,1,1,1,0,0,0,0,24.1,94.67,0,4
2024,1,1,2,0,0,0,0,24.1,95.36,0,5
2024,1,1,3,0,0,0,0,24,96.72,0,8
2024,1,1,4,0,0,0,0,24.1,97.04,0,7
2024,1,1,5,0,0,0,0,24.200000000000003,97.58,0,3
2024,1,1,6,0,5,0,5,24.8,95.91,0,3
2024,1,1,7,0,23,0,23,26,88.76,0,5
2024,1,1,8,0,88,1,88,27.700000000000003,77.32000000000001,0,7
2024,1,1,9,0,307,18,321,28.900000000000002,71.19,0,7
2024,1,1,10,0,395,44,435,29.5,68.31,0,7
2024,1,1,11,0,206,0,206,29.5,67.83,0,3
2024,1,1,12,0,154,0,155,29.200000000000003,68.99,0,3
2024,1,1,13,0,281,4,285,28.8,70.68,0,8
2024,1,1,14,0,365,55,413,28.3,72.96000000000001,0,7
2024,1,1,15,0,70,0,70,27.5,76.69,0,7
2024,1,1,16,0,31,0,31,26.700000000000003,81.12,0,7
2024,1,1,17,0,61,1,61,25.900000000000002,86.24,0,7
2024,1,1,18,0,28,120,37,25.200000000000003,91.4,0,7
2024,1,1,19,0,0,0,0,24.900000000000002,94.01,0,7
2024,1,1,20,0,0,0,0,24.8,95.12,0,8
2024,1,1,21,0,0,0,0,24.700000000000003,96.07000000000001,0,8
2024,1,1,22,0,0,0,0,24.700000000000003,96.21000000000001,0,4
2024,1,1,23,0,0,0,0,24.6,96.74000000000001,0,8
2024,1,2,0,0,0,0,0,24.5,97.11,0,7
2024,1,2,1,0,0,0,0,24.400000000000002,97.59,0,8
2024,1,2,2,0,0,0,0,24.400000000000002,97.08,0,7
2024,1,2,3,0,0,0,0,24.5,95.56,0,7
2024,1,2,4,0,0,0,0,24.5,94.84,0,5
2024,1,2,5,0,0,0,0,24.700000000000003,94.02,0,7
2024,1,2,6,0,3,0,3,25,95.01,0,8
2024,1,2,7,0,135,15,141,25.3,93.75,0,8
2024,1,2,8,0,121,0,121,26.400000000000002,84.73,0,4
2024,1,2,9,0,176,0,176,27.8,75.45,0,4
2024,1,2,10,0,209,0,209,28.700000000000003,71.43,0,5
2024,1,2,11,0,444,11,455,29.200000000000003,69.82000000000001,0,5
2024,1,2,12,0,417,5,421,29.3,69.94,0,4
2024,1,2,13,0,323,1,324,29.200000000000003,70.57000000000001,0,5
2024,1,2,14,0,39,0,39,28.900000000000002,72,0,5
2024,1,2,15,0,20,0,20,28.400000000000002,74.29,0,6
2024,1,2,16,0,157,10,162,27.8,77.54,0,8
2024,1,2,17,0,24,0,24,26.8,84.07000000000001,0,7
2024,1,2,18,0,35,10,35,25.900000000000002,89.5,0,6
2024,1,2,19,0,0,0,0,25.400000000000002,92.10000000000001,0,6
2024,1,2,20,0,0,0,0,25,94.24,0,6
2024,1,2,21,0,0,0,0,24.700000000000003,95.74000000000001,0,6
2024,1,2,22,0,0,0,0,24.5,96.27,0,6
2024,1,2,23,0,0,0,0,24.400000000000002,96.09,0,6
2024,1,3,0,0,0,0,0,24.3,95.81,0,6
2024,1,3,1,0,0,0,0,24.200000000000003,96.02,0,6
2024,1,3,2,0,0,0,0,24.200000000000003,95.98,0,7
2024,1,3,3,0,0,0,0,24.3,95.95,0,7
2024,1,3,4,0,0,0,0,24.400000000000002,96.23,0,7
2024,1,3,5,0,0,0,0,24.6,96.09,0,5
2024,1,3,6,0,5,0,5,24.900000000000002,95.68,0,5
2024,1,3,7,0,138,15,145,25.6,92.54,0,8
2024,1,3,8,0,312,60,349,26.6,86.62,0,5
2024,1,3,9,0,434,219,605,27.900000000000002,78.67,0,3
2024,1,3,10,0,405,7,411,29.1,71.7,0,5
2024,1,3,11,0,382,2,384,30,66.79,0,4
2024,1,3,12,0,514,123,636,30.6,63.870000000000005,0,3
2024,1,3,13,0,412,34,445,30.700000000000003,63.72,0,8
2024,1,3,14,0,400,131,512,30.3,66,0,8
2024,1,3,15,0,273,2,275,29.6,70.58,0,5
2024,1,3,16,0,184,16,192,28.6,77.55,0,7
2024,1,3,17,0,117,15,121,27.6,85.01,0,7
2024,1,3,18,0,30,101,37,26.6,91.85000000000001,0,6
2024,1,3,19,0,0,0,0,26.200000000000003,95.02,0,6
2024,1,3,20,0,0,0,0,25.900000000000002,97.5,0,6
2024,1,3,21,0,0,0,0,25.8,98.72,0,7
2024,1,3,22,0,0,0,0,25.700000000000003,99.72,0,6
2024,1,3,23,0,0,0,0,25.700000000000003,99.86,0,7
2024,1,4,0,0,0,0,0,25.6,100,0,7
2024,1,4,1,0,0,0,0,25.6,100,0,8
2024,1,4,2,0,0,0,0,25.5,100,0,7
2024,1,4,3,0,0,0,0,25.400000000000002,100,0,7
2024,1,4,4,0,0,0,0,25.3,100,0,7
2024,1,4,5,0,0,0,0,25.3,100,0,7
2024,1,4,6,0,48,1,48,25.8,97.29,0,7
2024,1,4,7,0,161,15,167,26.5,92.5,0,7
2024,1,4,8,0,274,137,358,27.5,86.13,0,7
2024,1,4,9,0,239,4,243,28.400000000000002,80.64,0,7
2024,1,4,10,0,520,175,679,29,78.10000000000001,0,3
2024,1,4,11,0,544,191,732,29.400000000000002,77.85000000000001,0,3
2024,1,4,12,0,162,885,1044,29.8,77.19,0,6
2024,1,4,13,0,299,589,860,29.900000000000002,76.97,0,6
2024,1,4,14,0,296,530,748,29.8,77.94,0,6
2024,1,4,15,0,207,653,665,29.1,82.63,0,6
2024,1,4,16,0,13,0,13,28.1,89.41,0,6
2024,1,4,17,0,4,0,4,27.3,94.27,0,7
2024,1,4,18,0,17,0,17,26.700000000000003,97.2,0,6
2024,1,4,19,0,0,0,0,26.3,98.82000000000001,0,7
2024,1,4,20,0,0,0,0,26.200000000000003,99.46000000000001,0,7
2024,1,4,21,0,0,0,0,26.1,100,0,7
2024,1,4,22,0,0,0,0,26.1,99.99000000000001,0,7
2024,1,4,23,0,0,0,0,26,100,0,7
2024,1,5,0,0,0,0,0,25.8,100,0,7
2024,1,5,1,0,0,0,0,25.700000000000003,100,0,7
2024,1,5,2,0,0,0,0,25.6,100,0,7
2024,1,5,3,0,0,0,0,25.5,99.92,0,7
2024,1,5,4,0,0,0,0,25.400000000000002,100,0,7
2024,1,5,5,0,0,0,0,25.400000000000002,99.89,0,7
2024,1,5,6,0,87,202,124,25.8,98.47,0,8
2024,1,5,7,0,131,12,136,26.200000000000003,97.66,0,7
2024,1,5,8,0,191,493,492,26.900000000000002,94.79,0,7
2024,1,5,9,0,320,268,530,27.700000000000003,89.85000000000001,0,7
2024,1,5,10,0,358,373,697,28.6,83.52,0,7
2024,1,5,11,0,293,536,819,29.400000000000002,77.41,0,7
2024,1,5,12,0,421,143,563,29.6,75.56,0,7
2024,1,5,13,0,418,127,539,29,79.56,0,7
2024,1,5,14,0,250,3,253,28.3,83.98,0,6
2024,1,5,15,0,21,0,21,27.400000000000002,89.42,0,9
2024,1,5,16,0,21,0,22,26.700000000000003,94.11,0,9
2024,1,5,17,0,5,0,5,26.200000000000003,97.28,0,9
2024,1,5,18,0,38,15,39,25.8,98.47,0,6
2024,1,5,19,0,0,0,0,25.400000000000002,99.25,0,9
2024,1,5,20,0,0,0,0,25.200000000000003,98.88,0,9
2024,1,5,21,0,0,0,0,24.900000000000002,99.46000000000001,0,6
2024,1,5,22,0,0,0,0,24.8,99.66,0,6
2024,1,5,23,0,0,0,0,24.8,99.66,0,6
2024,1,6,0,0,0,0,0,24.8,99.8,0,6
2024,1,6,1,0,0,0,0,24.700000000000003,100,0,7
2024,1,6,2,0,0,0,0,24.700000000000003,100,0,7
2024,1,6,3,0,0,0,0,24.700000000000003,100,0,8
2024,1,6,4,0,0,0,0,24.700000000000003,99.87,0,7
2024,1,6,5,0,0,0,0,24.6,99.57000000000001,0,8
2024,1,6,6,0,78,17,82,24.900000000000002,97.47,0,7
2024,1,6,7,0,177,236,272,25.6,92.33,0,7
2024,1,6,8,0,264,201,386,26.900000000000002,81.34,0,8
2024,1,6,9,0,407,277,624,28.200000000000003,72.36,0,3
2024,1,6,10,0,294,1,294,29.3,67.36,0,3
2024,1,6,11,0,295,1,295,30,65.22,0,3
2024,1,6,12,0,123,944,1064,30.3,64.73,0,1
2024,1,6,13,0,492,160,644,30.200000000000003,65.59,0,2
2024,1,6,14,0,124,892,885,29.8,67.3,0,1
2024,1,6,15,0,120,828,703,28.900000000000002,71.2,0,0
2024,1,6,16,0,106,727,481,28,75.92,0,0
2024,1,6,17,0,80,549,245,26.900000000000002,82.33,0,1
2024,1,6,18,0,29,157,41,26,87.94,0,1
2024,1,6,19,0,0,0,0,25.6,90.39,0,1
2024,1,6,20,0,0,0,0,25.400000000000002,91.8,0,3
2024,1,6,21,0,0,0,0,25.200000000000003,93.03,0,3
2024,1,6,22,0,0,0,0,25.1,93.57000000000001,0,3
2024,1,6,23,0,0,0,0,24.900000000000002,94.56,0,3
2024,1,7,0,0,0,0,0,24.700000000000003,95.71000000000001,0,8
2024,1,7,1,0,0,0,0,24.6,96.01,0,3
2024,1,7,2,0,0,0,0,24.5,96.39,0,3
2024,1,7,3,0,0,0,0,24.400000000000002,96.76,0,3
2024,1,7,4,0,0,0,0,24.400000000000002,96.4,0,1
2024,1,7,5,0,0,0,0,24.6,96,0,1
2024,1,7,6,0,52,427,129,25.6,90.91,0,1
2024,1,7,7,0,82,692,361,26.900000000000002,81.55,0,1
2024,1,7,8,0,100,816,596,28.1,74.55,0,1
2024,1,7,9,0,111,886,801,29,70.86,0,1
2024,1,7,10,0,447,49,491,29.700000000000003,68.48,0,3
2024,1,7,11,0,488,52,539,30,67.58,0,4
2024,1,7,12,0,539,240,779,29.8,68.42,0,3
2024,1,7,13,0,274,1,274,29.5,69.56,0,4
2024,1,7,14,0,426,71,487,29,71.60000000000001,0,5
2024,1,7,15,0,327,161,440,28.400000000000002,74.4,0,8
2024,1,7,16,0,197,421,415,27.700000000000003,78.16,0,8
2024,1,7,17,0,68,615,254,26.900000000000002,83.69,0,1
2024,1,7,18,0,16,0,16,26.1,88.60000000000001,0,3
2024,1,7,19,0,0,0,0,25.700000000000003,90.89,0,3
2024,1,7,20,0,0,0,0,25.400000000000002,92.79,0,3
2024,1,7,21,0,0,0,0,25.200000000000003,93.71000000000001,0,8
2024,1,7,22,0,0,0,0,25,94.59,0,3
2024,1,7,23,0,0,0,0,24.700000000000003,96.10000000000001,0,1
2024,1,8,0,0,0,0,0,24.5,96.92,0,1
2024,1,8,1,0,0,0,0,24.3,98.07000000000001,0,1
2024,1,8,2,0,0,0,0,24.200000000000003,98.67,0,8
2024,1,8,3,0,0,0,0,24,99.79,0,4
2024,1,8,4,0,0,0,0,23.900000000000002,100,0,3
2024,1,8,5,0,0,0,0,24.1,99.26,0,4
2024,1,8,6,0,72,2,72,25.1,93.96000000000001,0,5
2024,1,8,7,0,200,26,210,26.400000000000002,84.87,0,5
2024,1,8,8,0,273,396,512,27.700000000000003,76.85000000000001,0,4
2024,1,8,9,0,247,1,247,28.900000000000002,71.61,0,5
2024,1,8,10,0,452,79,524,29.900000000000002,68.63,0,4
2024,1,8,11,0,346,1,347,30.5,66.87,0,4
2024,1,8,12,0,494,39,533,30.900000000000002,65.84,0,4
2024,1,8,13,0,386,533,895,30.8,67.08,0,4
2024,1,8,14,0,344,3,347,30.400000000000002,69.76,0,4
2024,1,8,15,0,378,110,455,29.700000000000003,74.09,0,3
2024,1,8,16,0,227,77,267,28.8,79.95,0,8
2024,1,8,17,0,9,0,9,27.8,87.28,0,5
2024,1,8,18,0,11,0,11,26.8,93.91,0,5
2024,1,8,19,0,0,0,0,26.3,96.92,0,8
2024,1,8,20,0,0,0,0,25.900000000000002,98.57000000000001,0,6
2024,1,8,21,0,0,0,0,25.6,99.21000000000001,0,6
2024,1,8,22,0,0,0,0,25.400000000000002,99.15,0,6
2024,1,8,23,0,0,0,0,25.200000000000003,99.27,0,6
2024,1,9,0,0,0,0,0,25,99.59,0,7
2024,1,9,1,0,0,0,0,24.900000000000002,99.52,0,7
2024,1,9,2,0,0,0,0,24.900000000000002,98.97,0,8
2024,1,9,3,0,0,0,0,24.8,99.38,0,3
2024,1,9,4,0,0,0,0,24.8,99.22,0,1
2024,1,9,5,0,0,0,0,24.8,99.05,0,7
2024,1,9,6,0,41,0,41,25.1,97.88,0,2
2024,1,9,7,0,216,76,247,25.6,95.45,0,3
2024,1,9,8,0,87,840,595,26.3,90.12,0,1
2024,1,9,9,0,234,546,659,27.1,83.55,0,7
2024,1,9,10,0,340,405,707,27.700000000000003,79.14,0,8
2024,1,9,11,0,318,493,802,28.400000000000002,76.46000000000001,0,7
2024,1,9,12,0,383,405,787,28.8,75.8,0,8
2024,1,9,13,0,506,274,768,28.900000000000002,76.33,0,3
2024,1,9,14,0,359,328,640,28.900000000000002,77.63,0,7
2024,1,9,15,0,321,255,501,28.6,81.04,0,7
2024,1,9,16,0,12,0,12,28.200000000000003,85.67,0,9
2024,1,9,17,0,5,0,5,27.5,90.98,0,9
2024,1,9,18,0,38,8,39,26.8,95.29,0,6
2024,1,9,19,0,0,0,0,26.400000000000002,97.35000000000001,0,6
2024,1,9,20,0,0,0,0,26.200000000000003,98.03,0,6
2024,1,9,21,0,0,0,0,26,98.11,0,7
2024,1,9,22,0,0,0,0,25.8,97.93,0,7
2024,1,9,23,0,0,0,0,25.5,98.28,0,7
2024,1,10,0,0,0,0,0,25.3,98.19,0,7
2024,1,10,1,0,0,0,0,25,98.62,0,7
2024,1,10,2,0,0,0,0,24.8,98.59,0,8
2024,1,10,3,0,0,0,0,24.6,98.66,0,8
2024,1,10,4,0,0,0,0,24.5,98.17,0,3
2024,1,10,5,0,0,0,0,24.5,97.78,0,3
2024,1,10,6,0,53,391,122,25,95.10000000000001,0,0
2024,1,10,7,0,85,678,354,26,88.05,0,0
2024,1,10,8,0,101,817,593,27.400000000000002,77.21000000000001,0,1
2024,1,10,9,0,104,906,807,28.700000000000003,68.16,0,1
2024,1,10,10,0,111,947,968,29.8,62.74,0,1
2024,1,10,11,0,116,970,1067,30.5,60.25,0,1
2024,1,10,12,0,125,965,1088,30.8,59.67,0,1
2024,1,10,13,0,124,955,1036,30.8,60.1,0,1
2024,1,10,14,0,119,928,915,30.400000000000002,61.980000000000004,0,1
2024,1,10,15,0,107,887,736,29.8,64.62,0,0
2024,1,10,16,0,95,801,511,28.8,69.34,0,0
2024,1,10,17,0,72,634,266,27.6,76.60000000000001,0,0
2024,1,10,18,0,29,242,49,26.5,83.79,0,1
2024,1,10,19,0,0,0,0,25.8,88.66,0,0
2024,1,10,20,0,0,0,0,25.3,91.84,0,0
2024,1,10,21,0,0,0,0,24.900000000000002,94.18,0,0
2024,1,10,22,0,0,0,0,24.5,96.22,0,0
2024,1,10,23,0,0,0,0,24.200000000000003,97.39,0,0
2024,1,11,0,0,0,0,0,23.900000000000002,98.54,0,0
2024,1,11,1,0,0,0,0,23.700000000000003,98.91,0,0
2024,1,11,2,0,0,0,0,23.6,98.38,0,0
2024,1,11,3,0,0,0,0,23.400000000000002,98.21000000000001,0,0
2024,1,11,4,0,0,0,0,23.200000000000003,98.60000000000001,0,0
2024,1,11,5,0,0,0,0,23.400000000000002,97.52,0,0
2024,1,11,6,0,43,522,133,25,88.3,0,0
2024,1,11,7,0,66,782,375,26.700000000000003,75.60000000000001,0,0
2024,1,11,8,0,81,891,617,28.1,66.91,0,1
2024,1,11,9,0,97,940,825,29.1,62.86,0,0
2024,1,11,10,0,109,969,984,30,60.01,0,0
2024,1,11,11,0,117,979,1076,30.6,58.51,0,1
2024,1,11,12,0,537,188,724,30.900000000000002,58.15,0,3
2024,1,11,13,0,491,386,861,30.900000000000002,58.61,0,2
2024,1,11,14,0,120,928,916,30.700000000000003,59.76,0,1
2024,1,11,15,0,100,900,738,30.1,62.35,0,1
2024,1,11,16,0,87,818,513,29.200000000000003,66.64,0,1
2024,1,11,17,0,67,656,268,28,73.17,0,0
2024,1,11,18,0,28,267,49,26.8,79.83,0,1
2024,1,11,19,0,0,0,0,26,84.56,0,3
2024,1,11,20,0,0,0,0,25.400000000000002,88.08,0,0
2024,1,11,21,0,0,0,0,25,90.35000000000001,0,3
2024,1,11,22,0,0,0,0,24.6,92.53,0,3
2024,1,11,23,0,0,0,0,24.3,94.01,0,0
2024,1,12,0,0,0,0,0,24,95.52,0,3
2024,1,12,1,0,0,0,0,23.700000000000003,97.27,0,8
2024,1,12,2,0,0,0,0,23.5,98.45,0,3
2024,1,12,3,0,0,0,0,23.3,99.48,0,3
2024,1,12,4,0,0,0,0,23.200000000000003,99.88,0,0
2024,1,12,5,0,0,0,0,23.5,97.94,0,0
2024,1,12,6,0,45,491,128,24.900000000000002,90,0,0
2024,1,12,7,0,73,751,368,26.700000000000003,79.32000000000001,0,1
2024,1,12,8,0,90,868,610,28.200000000000003,71.13,0,1
2024,1,12,9,0,103,927,820,29.6,64.8,0,0
2024,1,12,10,0,113,961,980,30.700000000000003,60.300000000000004,0,1
2024,1,12,11,0,119,974,1073,31.400000000000002,57.480000000000004,0,1
2024,1,12,12,0,519,171,690,31.8,56.13,0,2
2024,1,12,13,0,530,195,717,31.8,56.54,0,2
2024,1,12,14,0,125,916,912,31.5,58.17,0,1
2024,1,12,15,0,106,884,734,30.900000000000002,61.050000000000004,0,1
2024,1,12,16,0,94,790,507,29.900000000000002,66.26,0,0
2024,1,12,17,0,73,615,262,28.6,73.38,0,0
2024,1,12,18,0,29,227,47,27.400000000000002,80.15,0,1
2024,1,12,19,0,0,0,0,26.700000000000003,84.18,0,0
2024,1,12,20,0,0,0,0,26.200000000000003,86.77,0,0
2024,1,12,21,0,0,0,0,25.900000000000002,88.11,0,0
2024,1,12,22,0,0,0,0,25.6,89.16,0,0
2024,1,12,23,0,0,0,0,25.3,89.97,0,0
2024,1,13,0,0,0,0,0,25,90.88,0,0
2024,1,13,1,0,0,0,0,24.700000000000003,92.13,0,1
2024,1,13,2,0,0,0,0,24.400000000000002,93.75,0,0
2024,1,13,3,0,0,0,0,24.200000000000003,94.57000000000001,0,0
2024,1,13,4,0,0,0,0,24.200000000000003,94.22,0,1
2024,1,13,5,0,0,0,0,24.3,93.72,0,3
2024,1,13,6,0,50,428,122,25.400000000000002,87.46000000000001,0,8
2024,1,13,7,0,131,542,343,26.900000000000002,77.44,0,8
2024,1,13,8,0,329,228,465,28.400000000000002,68.32000000000001,0,3
2024,1,13,9,0,218,644,715,29.700000000000003,61.78,0,8
2024,1,13,10,0,108,967,981,30.700000000000003,57.01,0,1
2024,1,13,11,0,260,702,948,31.400000000000002,53.82,0,8
2024,1,13,12,0,212,786,997,31.900000000000002,51.78,0,7
2024,1,13,13,0,448,211,650,31.900000000000002,52.09,0,8
2024,1,13,14,0,409,212,591,31.6,53.660000000000004,0,8
2024,1,13,15,0,109,883,737,30.900000000000002,56.75,0,1
2024,1,13,16,0,97,790,510,30,61.43,0,0
2024,1,13,17,0,75,615,264,28.6,69.36,0,0
2024,1,13,18,0,30,218,48,27.200000000000003,78.02,0,1
2024,1,13,19,0,0,0,0,26.400000000000002,83.56,0,0
2024,1,13,20,0,0,0,0,26,86.12,0,0
2024,1,13,21,0,0,0,0,25.8,87.18,0,0
2024,1,13,22,0,0,0,0,25.6,88.04,0,0
2024,1,13,23,0,0,0,0,25.3,89.58,0,0
2024,1,14,0,0,0,0,0,25.1,90.73,0,0
2024,1,14,1,0,0,0,0,25,91.25,0,0
2024,1,14,2,0,0,0,0,24.900000000000002,91.78,0,1
2024,1,14,3,0,0,0,0,24.700000000000003,92.97,0,8
2024,1,14,4,0,0,0,0,24.5,94.07000000000001,0,1
2024,1,14,5,0,0,0,0,24.6,93.67,0,7
2024,1,14,6,0,81,194,112,25.5,88.05,0,2
2024,1,14,7,0,75,729,359,27,77.35000000000001,0,0
2024,1,14,8,0,90,853,599,28.5,68.22,0,1
2024,1,14,9,0,96,927,811,29.900000000000002,61.57,0,0
2024,1,14,10,0,103,961,970,31.1,56.79,0,0
2024,1,14,11,0,110,973,1062,32,53.67,0,0
2024,1,14,12,0,115,971,1084,32.5,52.38,0,1
2024,1,14,13,0,117,954,1030,32.4,53.18,0,0
2024,1,14,14,0,116,920,907,32,55.06,0,0
2024,1,14,15,0,98,886,729,31.3,57.76,0,0
2024,1,14,16,0,88,796,504,30.3,61.6,0,0
2024,1,14,17,0,68,630,262,28.900000000000002,67.6,0,0
2024,1,14,18,0,28,241,48,27.6,74.5,0,1
2024,1,14,19,0,0,0,0,26.900000000000002,79.35000000000001,0,1
2024,1,14,20,0,0,0,0,26.400000000000002,82.75,0,1
2024,1,14,21,0,0,0,0,26.1,84.71000000000001,0,1
2024,1,14,22,0,0,0,0,25.900000000000002,85.76,0,1
2024,1,14,23,0,0,0,0,25.6,87.31,0,1
2024,1,15,0,0,0,0,0,25.400000000000002,88.51,0,1
2024,1,15,1,0,0,0,0,25.200000000000003,89.99,0,1
2024,1,15,2,0,0,0,0,25.1,90.91,0,8
2024,1,15,3,0,0,0,0,24.900000000000002,92.48,0,3
2024,1,15,4,0,0,0,0,24.8,93.47,0,7
2024,1,15,5,0,0,0,0,24.900000000000002,93.43,0,1
2024,1,15,6,0,47,414,115,25.700000000000003,88.66,0,8
2024,1,15,7,0,132,527,336,27.200000000000003,78.71000000000001,0,8
2024,1,15,8,0,95,834,591,28.700000000000003,69.31,0,1
2024,1,15,9,0,102,911,804,30.1,61.59,0,1
2024,1,15,10,0,111,948,965,31.3,55.78,0,1
2024,1,15,11,0,117,964,1061,32.2,51.71,0,1
2024,1,15,12,0,122,963,1084,32.7,49.74,0,1
2024,1,15,13,0,124,949,1033,32.7,50.07,0,1
2024,1,15,14,0,329,1,330,32.300000000000004,51.85,0,3
2024,1,15,15,0,111,869,731,31.5,55.06,0,0
2024,1,15,16,0,97,779,506,30.3,60.410000000000004,0,1
2024,1,15,17,0,76,605,263,28.8,68.33,0,0
2024,1,15,18,0,31,204,48,27.5,76.44,0,1
2024,1,15,19,0,0,0,0,26.8,81.64,0,0
2024,1,15,20,0,0,0,0,26.400000000000002,84.31,0,0
2024,1,15,21,0,0,0,0,26.200000000000003,85.4,0,0
2024,1,15,22,0,0,0,0,26.1,85.52,0,0
2024,1,15,23,0,0,0,0,26.1,85.14,0,0
2024,1,16,0,0,0,0,0,25.900000000000002,86.19,0,0
2024,1,16,1,0,0,0,0,25.8,86.9,0,1
2024,1,16,2,0,0,0,0,25.700000000000003,87.7,0,3
2024,1,16,3,0,0,0,0,25.5,89.02,0,1
2024,1,16,4,0,0,0,0,25.3,90.42,0,3
2024,1,16,5,0,0,0,0,25.3,91.01,0,3
2024,1,16,6,0,50,378,111,26.400000000000002,85.01,0,1
2024,1,16,7,0,87,667,344,28,75.22,0,1
2024,1,16,8,0,111,793,582,29.400000000000002,67.41,0,1
2024,1,16,9,0,125,871,794,30.5,62.64,0,1
2024,1,16,10,0,135,912,956,31.5,58.33,0,1
2024,1,16,11,0,141,933,1054,32.1,55.83,0,1
2024,1,16,12,0,514,86,600,32.300000000000004,54.94,0,3
2024,1,16,13,0,139,932,1032,32.300000000000004,55.050000000000004,0,1
2024,1,16,14,0,132,907,913,31.900000000000002,56.230000000000004,0,0
2024,1,16,15,0,107,884,738,31.1,58.77,0,0
2024,1,16,16,0,96,793,513,30.1,62.300000000000004,0,0
2024,1,16,17,0,74,622,267,28.700000000000003,68.05,0,0
2024,1,16,18,0,31,227,49,27.5,73.71000000000001,0,1
2024,1,16,19,0,0,0,0,26.8,77.66,0,0
2024,1,16,20,0,0,0,0,26.3,80.5,0,0
2024,1,16,21,0,0,0,0,26,82.27,0,0
2024,1,16,22,0,0,0,0,25.700000000000003,83.69,0,0
2024,1,16,23,0,0,0,0,25.3,85.49,0,1
2024,1,17,0,0,0,0,0,25,86.74,0,1
2024,1,17,1,0,0,0,0,24.6,88.42,0,0
2024,1,17,2,0,0,0,0,24.3,89.28,0,0
2024,1,17,3,0,0,0,0,24,90.3,0,0
2024,1,17,4,0,0,0,0,23.700000000000003,91.52,0,0
2024,1,17,5,0,0,0,0,23.700000000000003,91.39,0,0
2024,1,17,6,0,49,416,115,25.200000000000003,82.56,0,0
2024,1,17,7,0,82,712,355,27.200000000000003,69.64,0,0
2024,1,17,8,0,99,849,602,28.700000000000003,61.58,0,0
2024,1,17,9,0,103,937,823,29.900000000000002,55.65,0,0
2024,1,17,10,0,110,976,988,31,51.120000000000005,0,0
2024,1,17,11,0,117,994,1090,31.700000000000003,48.45,0,0
2024,1,17,12,0,119,997,1115,32,47.410000000000004,0,0
2024,1,17,13,0,118,986,1064,32,47.230000000000004,0,1
2024,1,17,14,0,114,962,943,31.700000000000003,47.77,0,0
2024,1,17,15,0,102,920,759,31.1,49.65,0,0
2024,1,17,16,0,89,840,531,30,53.75,0,0
2024,1,17,17,0,68,681,279,28.700000000000003,59.74,0,0
2024,1,17,18,0,29,290,53,27.200000000000003,68.17,0,0
2024,1,17,19,0,0,0,0,26.400000000000002,73.97,0,0
2024,1,17,20,0,0,0,0,25.8,78.62,0,0
2024,1,17,21,0,0,0,0,25.5,81.57000000000001,0,0
2024,1,17,22,0,0,0,0,25.1,84.41,0,0
2024,1,17,23,0,0,0,0,24.8,86.49,0,0
2024,1,18,0,0,0,0,0,24.5,88.26,0,0
2024,1,18,1,0,0,0,0,24.200000000000003,90.05,0,0
2024,1,18,2,0,0,0,0,23.900000000000002,91.74,0,0
2024,1,18,3,0,0,0,0,23.6,93.44,0,0
2024,1,18,4,0,0,0,0,23.5,93.69,0,1
2024,1,18,5,0,0,0,0,23.8,91.67,0,1
2024,1,18,6,0,77,218,111,25.200000000000003,83.31,0,2
2024,1,18,7,0,76,726,353,27,71.71000000000001,0,1
2024,1,18,8,0,95,853,598,28.5,64.11,0,1
2024,1,18,9,0,101,933,817,29.900000000000002,58.07,0,1
2024,1,18,10,0,483,151,618,30.900000000000002,54.44,0,2
2024,1,18,11,0,114,991,1083,31.700000000000003,51.68,0,1
2024,1,18,12,0,514,37,551,32.1,50.160000000000004,0,3
2024,1,18,13,0,541,222,755,32.2,49.730000000000004,0,2
2024,1,18,14,0,493,211,674,31.900000000000002,50.83,0,2
2024,1,18,15,0,104,902,749,31.400000000000002,52.79,0,0
2024,1,18,16,0,94,810,520,30.400000000000002,56.72,0,0
2024,1,18,17,0,72,644,272,29,63.050000000000004,0,0
2024,1,18,18,0,30,246,50,27.5,71.46000000000001,0,1
2024,1,18,19,0,0,0,0,26.700000000000003,77.2,0,0
