Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1984360,-,-,-,-19.39,-40.06,-3,28,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2020,1,1,7,0,25.1,90,688,375,0,22.1,90,688,0,375,83.37,65.5,0.16,1009,4.4,35,2
2020,1,1,7,30,25.6,101,757,494,0,22.1,101,757,0,494,80.94,58.730000000000004,0.16,1009,4.4,35,2
2020,1,1,8,0,26.200000000000003,111,804,607,0,21.700000000000003,111,804,0,607,76.28,51.910000000000004,0.16,1009,4.4,34,2.1
2020,1,1,8,30,26.700000000000003,113,853,716,0,21.700000000000003,113,853,0,716,74.07000000000001,45.050000000000004,0.16,1009,4.5,35,2
2020,1,1,9,0,27.200000000000003,107,902,816,0,21.700000000000003,107,902,0,816,71.95,38.17,0.16,1009,4.5,36,2
2020,1,1,9,30,27.700000000000003,112,921,899,0,21.700000000000003,112,921,0,899,69.88,31.28,0.16,1009,4.5,38,1.9000000000000001
2020,1,1,10,0,28.3,117,932,966,0,21.900000000000002,117,932,0,966,68.11,24.38,0.16,1008,4.6000000000000005,39,1.9000000000000001
2020,1,1,10,30,28.700000000000003,122,941,1019,0,21.900000000000002,122,941,0,1019,66.55,17.52,0.16,1008,4.6000000000000005,42,1.8
2020,1,1,11,0,29.1,126,944,1053,0,22,126,944,0,1053,65.78,10.790000000000001,0.16,1008,4.7,45,1.8
2020,1,1,11,30,29.200000000000003,127,945,1069,0,22,127,945,0,1069,65.34,4.8100000000000005,0.16,1007,4.7,49,1.8
2020,1,1,12,0,29.3,131,940,1067,0,22.3,131,940,0,1067,65.96000000000001,5.24,0.16,1007,4.7,53,1.9000000000000001
2020,1,1,12,30,29.200000000000003,132,933,1047,0,22.3,132,933,0,1047,66.34,11.38,0.16,1007,4.7,56,2
2020,1,1,13,0,29.1,136,919,1009,0,22.6,136,919,0,1009,67.86,18.13,0.16,1006,4.7,59,2.2
2020,1,1,13,30,28.8,134,905,954,0,22.6,220,724,0,876,69.04,25,0.16,1006,4.7,60,2.3000000000000003
2020,1,1,14,0,28.5,132,883,882,0,22.8,132,883,0,882,71.32000000000001,31.89,0.16,1006,4.7,61,2.4000000000000004
2020,1,1,14,30,28.200000000000003,123,868,800,0,22.8,123,868,0,800,72.5,38.79,0.16,1005,4.7,61,2.4000000000000004
2020,1,1,15,0,27.8,109,856,707,0,23,127,801,0,687,75.01,45.67,0.16,1005,4.7,61,2.5
2020,1,1,15,30,27.400000000000002,104,814,599,0,23,104,814,0,599,76.78,52.53,0.16,1005,4.7,60,2.5
2020,1,1,16,0,27,97,755,482,0,23.1,97,755,0,482,79.22,59.34,0.16,1005,4.7,59,2.5
2020,1,1,16,30,26.6,88,680,363,0,23.1,88,680,0,363,81.10000000000001,66.12,0.16,1005,4.7,58,2.3000000000000003
2020,1,1,17,0,26.200000000000003,75,570,243,0,23.200000000000003,75,570,0,243,83.78,72.82000000000001,0.16,1006,4.7,57,2.2
2020,1,1,17,30,25.8,56,407,131,0,23.200000000000003,56,407,0,131,85.78,79.44,0.16,1006,4.7,55,2
2020,1,1,18,0,25.400000000000002,30,156,41,0,23.3,30,156,0,41,88.44,85.9,0.16,1006,4.7,53,1.8
2020,1,1,18,30,25.200000000000003,0,0,0,0,23.400000000000002,0,0,0,0,89.58,92.53,0.16,1007,4.7,50,1.7000000000000002
2020,1,1,19,0,24.900000000000002,0,0,0,0,23.5,0,0,0,0,91.89,98.84,0.16,1007,4.7,47,1.6
2020,1,1,19,30,24.8,0,0,0,0,23.5,0,0,0,0,92.44,104.98,0.16,1007,4.6000000000000005,44,1.6
2020,1,1,20,0,24.700000000000003,0,0,0,0,23.6,0,0,0,0,93.59,110.89,0.16,1007,4.6000000000000005,40,1.6
2020,1,1,20,30,24.700000000000003,0,0,0,0,23.6,0,0,0,0,93.59,116.5,0.16,1007,4.6000000000000005,40,1.6
2020,1,1,21,0,24.5,0,0,0,0,23.700000000000003,0,0,0,0,95.4,121.74000000000001,0.16,1008,4.6000000000000005,34,1.6
2020,1,1,21,30,24.400000000000002,0,0,0,0,23.700000000000003,0,0,0,0,95.88,126.5,0.16,1007,4.5,32,1.6
2020,1,1,22,0,24.3,0,0,0,0,23.8,0,0,0,0,96.92,130.63,0.16,1007,4.5,29,1.7000000000000002
2020,1,1,22,30,24.200000000000003,0,0,0,0,23.8,0,0,0,0,97.5,133.95,0.16,1007,4.4,27,1.7000000000000002
2020,1,1,23,0,24.200000000000003,0,0,0,0,23.8,0,0,0,0,97.53,136.3,0.16,1006,4.4,25,1.7000000000000002
2020,1,1,23,30,24.1,0,0,0,0,23.8,0,0,0,0,98.12,137.5,0.16,1006,4.3,24,1.7000000000000002
2020,1,2,0,0,24,0,0,0,0,23.8,0,0,0,0,98.56,137.45000000000002,0.16,1006,4.3,23,1.7000000000000002
2020,1,2,0,30,24,0,0,0,0,23.700000000000003,0,0,0,0,98.47,136.17000000000002,0.16,1005,4.3,21,1.7000000000000002
2020,1,2,1,0,23.900000000000002,0,0,0,0,23.700000000000003,0,0,0,0,98.72,133.75,0.16,1005,4.3,19,1.6
2020,1,2,1,30,23.8,0,0,0,0,23.700000000000003,0,0,0,0,99.31,130.36,0.16,1005,4.3,16,1.6
2020,1,2,2,0,23.700000000000003,0,0,0,3,23.6,0,0,0,0,99.37,126.18,0.16,1005,4.3,14,1.6
2020,1,2,2,30,23.6,0,0,0,7,23.6,0,0,0,0,99.97,121.39,0.16,1005,4.4,12,1.6
2020,1,2,3,0,23.6,0,0,0,7,23.5,0,0,0,0,99.3,116.11,0.16,1005,4.4,10,1.6
2020,1,2,3,30,23.5,0,0,0,0,23.5,0,0,0,0,99.9,110.47,0.16,1005,4.5,10,1.6
2020,1,2,4,0,23.400000000000002,0,0,0,0,23.400000000000002,0,0,0,0,99.79,104.55,0.16,1005,4.5,9,1.6
2020,1,2,4,30,23.5,0,0,0,0,23.400000000000002,0,0,0,0,99.29,98.4,0.16,1006,4.6000000000000005,8,1.7000000000000002
2020,1,2,5,0,23.6,0,0,0,0,23.3,0,0,33,0,98.18,92.08,0.16,1006,4.7,8,1.8
2020,1,2,5,30,24,33,121,43,3,23.3,29,34,100,32,95.95,85.45,0.16,1007,4.800000000000001,5,2
2020,1,2,6,0,24.400000000000002,70,329,133,7,23.3,71,92,100,89,93.61,78.97,0.16,1007,4.9,3,2.1
2020,1,2,6,30,25,95,486,242,7,23.3,109,319,0,206,90.33,72.34,0.16,1007,5,180,2.3000000000000003
2020,1,2,7,0,25.700000000000003,115,592,359,7,23.1,162,319,0,294,85.55,65.63,0.16,1007,5.1000000000000005,357,2.4000000000000004
2020,1,2,7,30,26.400000000000002,129,671,476,7,23.1,197,418,0,413,82.09,58.85,0.16,1007,5.2,356,2.4000000000000004
2020,1,2,8,0,27,140,730,589,7,23,244,432,0,510,78.77,52.03,0.16,1007,5.300000000000001,355,2.4000000000000004
2020,1,2,8,30,27.6,148,778,696,7,23,289,440,0,599,76.06,45.17,0.16,1007,5.300000000000001,355,2.4000000000000004
2020,1,2,9,0,28.200000000000003,149,821,793,7,23.1,326,456,0,684,74.01,38.28,0.16,1007,5.4,356,2.3000000000000003
2020,1,2,9,30,28.700000000000003,155,845,876,7,23.1,402,370,0,718,71.9,31.38,0.16,1007,5.4,356,2.1
2020,1,2,10,0,29.3,159,863,944,7,23.400000000000002,467,267,0,710,70.52,24.48,0.16,1006,5.5,356,2
2020,1,2,10,30,29.700000000000003,161,877,997,7,23.400000000000002,500,267,0,754,68.92,17.62,0.16,1006,5.5,357,1.8
2020,1,2,11,0,30.200000000000003,161,888,1033,8,23.6,523,175,0,695,67.99,10.870000000000001,0.16,1006,5.5,358,1.7000000000000002
2020,1,2,11,30,30.400000000000002,162,891,1050,7,23.6,517,279,0,795,67.15,4.82,0.16,1005,5.6000000000000005,180,1.6
2020,1,2,12,0,30.6,164,889,1049,8,23.700000000000003,529,264,0,792,66.83,5.11,0.16,1005,5.6000000000000005,2,1.5
2020,1,2,12,30,30.5,164,882,1029,8,23.700000000000003,520,192,0,708,67.21000000000001,11.25,0.16,1005,5.7,6,1.5
2020,1,2,13,0,30.400000000000002,164,870,991,7,23.8,359,549,0,881,67.89,18.01,0.16,1004,5.800000000000001,10,1.5
2020,1,2,13,30,30.200000000000003,162,854,937,6,23.8,195,33,0,225,68.66,24.88,0.16,1004,5.800000000000001,15,1.5
2020,1,2,14,0,29.900000000000002,160,831,866,6,24.1,56,0,0,56,71.15,31.79,0.16,1004,5.9,20,1.5
2020,1,2,14,30,29.400000000000002,156,802,782,6,24.1,112,2,0,114,73.22,38.69,0.16,1004,6,26,1.5
2020,1,2,15,0,28.900000000000002,151,763,685,6,24.700000000000003,321,148,0,425,77.94,45.57,0.16,1004,6,31,1.5
2020,1,2,15,30,28.3,143,713,578,7,24.700000000000003,259,341,0,467,80.69,52.43,0.16,1004,6.1000000000000005,34,1.5
2020,1,2,16,0,27.700000000000003,135,642,463,7,25,177,464,0,414,85.36,59.25,0.16,1004,6.2,38,1.5
2020,1,2,16,30,27.200000000000003,123,547,345,6,25,102,203,8,184,87.97,66.03,0.16,1005,6.300000000000001,39,1.6
2020,1,2,17,0,26.6,106,407,227,6,25.1,26,0,33,26,91.65,72.74,0.16,1005,6.4,40,1.6
2020,1,2,17,30,26.3,76,235,119,9,25.1,28,0,100,28,93.28,79.36,0.16,1005,6.5,39,1.7000000000000002
2020,1,2,18,0,25.900000000000002,30,44,33,9,25.200000000000003,8,0,100,8,95.77,85.83,0.16,1006,6.6000000000000005,39,1.7000000000000002
2020,1,2,18,30,25.700000000000003,0,0,0,6,25.200000000000003,0,0,33,0,96.91,92.47,0.16,1006,6.7,38,1.7000000000000002
2020,1,2,19,0,25.6,0,0,0,6,25.200000000000003,0,0,0,0,97.62,98.78,0.16,1006,6.7,37,1.7000000000000002
2020,1,2,19,30,25.5,0,0,0,6,25.200000000000003,0,0,0,0,98.2,104.93,0.16,1006,6.7,37,1.7000000000000002
2020,1,2,20,0,25.400000000000002,0,0,0,6,25.200000000000003,0,0,0,0,98.82000000000001,110.84,0.16,1006,6.6000000000000005,36,1.7000000000000002
2020,1,2,20,30,25.400000000000002,0,0,0,6,25.200000000000003,0,0,0,0,98.82000000000001,116.47,0.16,1006,6.6000000000000005,36,1.7000000000000002
2020,1,2,21,0,25.3,0,0,0,6,25.200000000000003,0,0,0,0,99.25,121.73,0.16,1007,6.4,33,1.7000000000000002
2020,1,2,21,30,25.200000000000003,0,0,0,6,25.200000000000003,0,0,0,0,99.84,126.5,0.16,1007,6.300000000000001,32,1.8
2020,1,2,22,0,25.200000000000003,0,0,0,6,25.1,0,0,0,0,99.24000000000001,130.64000000000001,0.16,1007,6.1000000000000005,31,1.8
2020,1,2,22,30,25.200000000000003,0,0,0,6,25.1,0,0,0,0,99.14,133.99,0.16,1006,6,30,1.8
2020,1,2,23,0,25.1,0,0,0,6,24.900000000000002,0,0,0,0,98.99000000000001,136.36,0.16,1006,5.9,29,1.9000000000000001
2020,1,2,23,30,25.1,0,0,0,8,24.900000000000002,0,0,0,0,98.99000000000001,137.58,0.16,1006,5.800000000000001,27,1.8
2020,1,3,0,0,25,0,0,0,8,24.700000000000003,0,0,0,0,98.39,137.55,0.16,1005,5.7,25,1.8
2020,1,3,0,30,24.900000000000002,0,0,0,8,24.700000000000003,0,0,0,0,98.97,136.28,0.16,1005,5.6000000000000005,24,1.8
2020,1,3,1,0,24.900000000000002,0,0,0,8,24.6,0,0,0,0,97.99000000000001,133.87,0.16,1005,5.5,23,1.8
2020,1,3,1,30,24.8,0,0,0,8,24.6,0,0,0,0,98.57000000000001,130.49,0.16,1005,5.5,22,1.8
2020,1,3,2,0,24.700000000000003,0,0,0,8,24.400000000000002,0,0,0,0,98.39,126.32000000000001,0.16,1004,5.5,21,1.8
2020,1,3,2,30,24.6,0,0,0,4,24.400000000000002,0,0,0,0,98.98,121.53,0.16,1004,5.5,21,1.7000000000000002
2020,1,3,3,0,24.5,0,0,0,4,24.400000000000002,0,0,0,0,99.25,116.25,0.16,1005,5.5,21,1.7000000000000002
2020,1,3,3,30,24.5,0,0,0,7,24.400000000000002,0,0,0,0,99.25,110.61,0.16,1005,5.5,22,1.6
2020,1,3,4,0,24.400000000000002,0,0,0,4,24.3,0,0,0,0,99.57000000000001,104.68,0.16,1005,5.6000000000000005,23,1.6
2020,1,3,4,30,24.5,0,0,0,4,24.3,0,0,0,0,98.98,98.53,0.16,1005,5.6000000000000005,25,1.6
2020,1,3,5,0,24.5,0,0,0,8,24.400000000000002,0,0,33,0,99.53,92.21000000000001,0.16,1006,5.7,27,1.6
2020,1,3,5,30,24.8,30,192,45,4,24.400000000000002,26,12,100,27,97.77,85.58,0.16,1006,5.800000000000001,28,1.7000000000000002
2020,1,3,6,0,25,54,444,138,7,24.700000000000003,71,43,100,79,98.17,79.10000000000001,0.16,1006,5.9,29,1.8
2020,1,3,6,30,25.400000000000002,71,599,251,7,24.700000000000003,103,359,0,211,95.87,72.47,0.16,1006,5.9,24,2
2020,1,3,7,0,25.900000000000002,81,703,370,4,25,176,165,0,244,94.55,65.75,0.16,1006,6,20,2.1
2020,1,3,7,30,26.200000000000003,91,771,488,4,25,231,122,0,294,92.99,58.97,0.16,1007,6.1000000000000005,14,2.2
2020,1,3,8,0,26.6,98,821,602,4,25,285,227,0,424,90.79,52.15,0.16,1007,6.1000000000000005,8,2.3000000000000003
2020,1,3,8,30,26.900000000000002,104,859,708,3,25,339,243,0,510,89.21000000000001,45.28,0.16,1007,6.1000000000000005,181,2.3000000000000003
2020,1,3,9,0,27.200000000000003,108,888,804,3,25,370,326,0,626,87.56,38.39,0.16,1007,6.1000000000000005,355,2.3000000000000003
2020,1,3,9,30,27.400000000000002,112,909,887,3,25,431,223,0,621,86.55,31.490000000000002,0.16,1007,6.1000000000000005,348,2.3000000000000003
2020,1,3,10,0,27.700000000000003,114,926,956,7,25.1,468,197,0,647,85.55,24.59,0.16,1007,6.1000000000000005,341,2.2
2020,1,3,10,30,27.900000000000002,114,938,1008,8,25,502,195,0,688,84.47,17.71,0.16,1006,6,336,2.1
2020,1,3,11,0,28.1,116,946,1045,4,25.200000000000003,521,182,0,700,84.42,10.94,0.16,1006,6,331,2
2020,1,3,11,30,28.3,115,950,1062,7,25.200000000000003,445,462,0,905,83.45,4.83,0.16,1006,6,331,1.8
2020,1,3,12,0,28.5,116,950,1062,0,25.5,232,781,0,1010,83.7,4.97,0.16,1006,5.9,330,1.6
2020,1,3,12,30,28.6,116,946,1044,7,25.5,412,485,0,888,83.22,11.120000000000001,0.16,1006,5.9,335,1.5
2020,1,3,13,0,28.700000000000003,114,938,1007,0,25.700000000000003,114,938,0,1007,83.94,17.89,0.16,1005,5.9,340,1.4000000000000001
2020,1,3,13,30,28.700000000000003,115,924,954,0,25.700000000000003,192,792,0,911,83.94,24.77,0.16,1005,5.9,346,1.3
2020,1,3,14,0,28.700000000000003,115,904,884,6,25.900000000000002,222,333,0,505,85.10000000000001,31.68,0.16,1005,6,352,1.3
2020,1,3,14,30,28.6,112,879,799,6,25.900000000000002,66,0,0,66,85.59,38.58,0.16,1005,6,179,1.3
2020,1,3,15,0,28.400000000000002,112,842,702,6,26.3,45,0,0,45,88.25,45.47,0.16,1005,6.1000000000000005,5,1.3
2020,1,3,15,30,28.200000000000003,106,798,594,6,26.3,36,0,0,36,89.28,52.34,0.16,1005,6.1000000000000005,10,1.3
2020,1,3,16,0,28,102,734,478,6,26.5,40,0,0,40,91.42,59.160000000000004,0.16,1005,6.1000000000000005,15,1.3
2020,1,3,16,30,27.6,94,653,360,6,26.5,20,0,0,20,93.67,65.94,0.16,1006,6.1000000000000005,17,1.3
2020,1,3,17,0,27.3,81,532,240,6,26.5,32,0,33,32,95.29,72.66,0.16,1006,6.1000000000000005,19,1.3
2020,1,3,17,30,27,61,369,130,6,26.5,24,0,100,24,96.97,79.29,0.16,1006,6.2,21,1.4000000000000001
2020,1,3,18,0,26.6,30,133,40,9,26.200000000000003,13,0,100,13,97.51,85.77,0.16,1006,6.2,23,1.4000000000000001
2020,1,3,18,30,26.400000000000002,0,0,0,9,26.200000000000003,0,0,33,0,98.76,92.4,0.16,1007,6.2,22,1.4000000000000001
2020,1,3,19,0,26.200000000000003,0,0,0,9,25.8,0,0,0,0,97.92,98.73,0.16,1007,6.2,20,1.5
2020,1,3,19,30,26.1,0,0,0,9,25.8,0,0,0,0,98.5,104.88,0.16,1007,6.2,19,1.5
2020,1,3,20,0,25.900000000000002,0,0,0,9,25.6,0,0,0,0,98.44,110.81,0.16,1007,6.2,17,1.5
2020,1,3,20,30,25.900000000000002,0,0,0,9,25.6,0,0,0,0,98.44,116.45,0.16,1007,6.2,17,1.5
2020,1,3,21,0,25.700000000000003,0,0,0,6,25.5,0,0,0,0,98.7,121.71000000000001,0.16,1007,6.300000000000001,16,1.5
2020,1,3,21,30,25.6,0,0,0,6,25.5,0,0,0,0,99.29,126.5,0.16,1007,6.300000000000001,15,1.4000000000000001
2020,1,3,22,0,25.5,0,0,0,6,25.400000000000002,0,0,0,0,99.27,130.66,0.16,1007,6.300000000000001,13,1.4000000000000001
2020,1,3,22,30,25.400000000000002,0,0,0,6,25.400000000000002,0,0,0,0,99.85000000000001,134.03,0.16,1007,6.300000000000001,13,1.4000000000000001
2020,1,3,23,0,25.3,0,0,0,6,25.3,0,0,0,0,99.77,136.42000000000002,0.16,1006,6.300000000000001,12,1.3
2020,1,3,23,30,25.200000000000003,0,0,0,6,25.200000000000003,0,0,0,0,100,137.66,0.16,1006,6.300000000000001,10,1.4000000000000001
2020,1,4,0,0,25.200000000000003,0,0,0,6,25.1,0,0,0,0,99.55,137.66,0.16,1006,6.300000000000001,8,1.4000000000000001
2020,1,4,0,30,25.1,0,0,0,9,25.1,0,0,0,0,100,136.4,0.16,1005,6.300000000000001,8,1.5
2020,1,4,1,0,25,0,0,0,6,25,0,0,0,0,100,134.01,0.16,1005,6.300000000000001,8,1.5
2020,1,4,1,30,25,0,0,0,6,25,0,0,0,0,100,130.63,0.16,1005,6.300000000000001,8,1.5
2020,1,4,2,0,24.900000000000002,0,0,0,6,24.900000000000002,0,0,0,0,99.83,126.46000000000001,0.16,1005,6.2,9,1.5
2020,1,4,2,30,24.900000000000002,0,0,0,6,24.900000000000002,0,0,0,0,99.83,121.67,0.16,1005,6.2,11,1.5
2020,1,4,3,0,24.8,0,0,0,6,24.700000000000003,0,0,0,0,99.65,116.4,0.16,1005,6.1000000000000005,12,1.6
2020,1,4,3,30,24.700000000000003,0,0,0,8,24.700000000000003,0,0,0,0,100,110.75,0.16,1006,6.1000000000000005,14,1.6
2020,1,4,4,0,24.700000000000003,0,0,0,8,24.6,0,0,0,0,99.54,104.82000000000001,0.16,1006,6,16,1.6
2020,1,4,4,30,24.700000000000003,0,0,0,8,24.6,0,0,0,0,99.54,98.67,0.16,1006,6,18,1.7000000000000002
2020,1,4,5,0,24.700000000000003,0,0,0,8,24.6,0,0,33,0,99.52,92.35000000000001,0.16,1006,6,20,1.8
2020,1,4,5,30,24.900000000000002,28,209,44,8,24.6,23,0,100,23,98.44,85.71000000000001,0.16,1007,6,20,1.9000000000000001
2020,1,4,6,0,25.1,53,452,137,8,24.8,46,0,100,46,98.44,79.23,0.16,1007,6,20,2
2020,1,4,6,30,25.5,69,603,249,8,24.8,104,30,0,113,96.14,72.59,0.16,1007,6,18,2.1
2020,1,4,7,0,25.900000000000002,82,700,368,8,25.1,168,62,0,193,95.21000000000001,65.88,0.16,1007,6,16,2.1
2020,1,4,7,30,26.5,90,768,485,4,25.1,217,176,0,307,91.91,59.09,0.16,1007,6,13,2.2
2020,1,4,8,0,27,100,816,599,4,25.1,170,2,0,171,89.21000000000001,52.26,0.16,1007,6,10,2.2
2020,1,4,8,30,27.5,107,852,705,4,25.1,249,18,0,262,86.64,45.4,0.16,1007,6,7,2.1
2020,1,4,9,0,27.900000000000002,114,877,800,4,25,385,137,0,492,84.32000000000001,38.51,0.16,1007,6.1000000000000005,4,2.1
2020,1,4,9,30,28.200000000000003,119,897,883,4,25,436,203,0,609,82.87,31.6,0.16,1007,6.1000000000000005,181,2
2020,1,4,10,0,28.5,124,910,951,4,24.900000000000002,386,69,0,449,81.03,24.69,0.16,1007,6.1000000000000005,359,1.8
2020,1,4,10,30,28.6,128,920,1004,8,24.900000000000002,395,36,0,429,80.56,17.8,0.16,1007,6.1000000000000005,180,1.8
2020,1,4,11,0,28.6,131,925,1039,4,24.8,414,40,0,453,80.12,11.02,0.16,1006,6.2,1,1.7000000000000002
2020,1,4,11,30,28.5,132,928,1057,4,24.8,380,32,0,412,80.58,4.84,0.16,1006,6.2,5,1.7000000000000002
2020,1,4,12,0,28.400000000000002,133,926,1056,4,25,393,30,0,423,81.81,4.82,0.16,1006,6.2,8,1.7000000000000002
2020,1,4,12,30,28.3,132,922,1037,3,25,398,414,0,804,82.28,10.99,0.16,1006,6.300000000000001,12,1.7000000000000002
2020,1,4,13,0,28.1,132,913,1001,4,25.3,424,76,0,496,84.58,17.78,0.16,1006,6.300000000000001,16,1.8
2020,1,4,13,30,27.900000000000002,128,902,948,4,25.200000000000003,472,165,0,622,85.48,24.66,0.16,1005,6.300000000000001,19,1.8
2020,1,4,14,0,27.700000000000003,125,885,879,7,25.5,419,292,0,668,87.62,31.57,0.16,1005,6.300000000000001,23,1.9000000000000001
2020,1,4,14,30,27.400000000000002,120,863,796,3,25.5,287,232,0,469,89.16,38.480000000000004,0.16,1005,6.300000000000001,24,2
2020,1,4,15,0,27.200000000000003,114,835,701,7,25.5,149,38,75,176,90.60000000000001,45.38,0.16,1005,6.300000000000001,26,2.1
2020,1,4,15,30,26.900000000000002,107,797,595,7,25.5,171,314,42,363,92.2,52.25,0.16,1005,6.300000000000001,26,2.1
2020,1,4,16,0,26.6,98,748,482,0,25.5,120,641,17,449,93.52,59.08,0.16,1005,6.2,26,2.1
2020,1,4,16,30,26.3,87,677,364,7,25.5,34,10,100,38,95.28,65.86,0.16,1006,6.2,24,2.1
2020,1,4,17,0,26.1,74,574,246,9,25.3,5,0,33,5,95.47,72.58,0.16,1006,6.2,23,2.1
2020,1,4,17,30,25.8,56,417,134,9,25.3,7,0,100,7,97.18,79.22,0.16,1006,6.2,23,2
2020,1,4,18,0,25.5,30,174,43,9,25.1,6,0,100,6,97.69,85.7,0.16,1006,6.1000000000000005,22,2
2020,1,4,18,30,25.400000000000002,0,0,0,9,25.1,0,0,33,0,98.27,92.35000000000001,0.16,1006,6.1000000000000005,24,2.1
2020,1,4,19,0,25.3,0,0,0,6,24.900000000000002,0,0,0,0,97.92,98.68,0.16,1006,6,26,2.2
2020,1,4,19,30,25.3,0,0,0,6,24.900000000000002,0,0,0,0,97.92,104.84,0.16,1006,5.9,27,2.2
2020,1,4,20,0,25.200000000000003,0,0,0,7,24.8,0,0,0,0,97.77,110.77,0.16,1006,5.800000000000001,28,2.3000000000000003
2020,1,4,20,30,25.200000000000003,0,0,0,7,24.8,0,0,0,0,97.77,116.43,0.16,1006,5.800000000000001,28,2.3000000000000003
