Parâmetro do ponto de medição,,,,,,,,,,
Horário,SG5K-D_001_001/Potência CC total(kW),SG5K-D_001_001/Potência ativa total(kW),SG5K-D_001_001/MPPT1(A),SG5K-D_001_001/MPPT2(A),SG5K-D_001_001/MPPT1(V),SG5K-D_001_001/MPPT2(V),SG5K-D_001_001/Corrente da fase A(A),SG5K-D_001_001/Tensão da Fase A(V),SG5K-D_001_001/Geração de energia ao longo do dia(kWh),SG5K-D_001_001/Geração de energia total(kWh)
2022-10-01 00:00,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 00:15,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 00:30,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 00:45,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 01:00,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 01:15,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 01:30,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 01:45,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 02:00,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 02:15,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 02:30,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 02:45,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 03:00,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 03:15,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 03:30,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 03:45,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 04:00,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 04:15,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 04:30,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 04:45,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 05:00,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 05:15,--,--,--,--,--,--,--,--,0,"5.114,8"
2022-10-01 05:30,0,0,0,0,"223,7","223,9",0,"224,3",0,"5.114,8"
2022-10-01 05:45,"0,087","0,046","0,1","0,2","210,4","197,4","0,5","222,4",0,"5.114,8"
2022-10-01 06:00,"0,193","0,193","0,4","0,4","214,4","214,4","0,8","222,7",0,"5.114,8"
2022-10-01 06:15,"0,325","0,325","0,7","0,7","222,9","224,9","1,4","220,8",0,"5.114,8"
2022-10-01 06:30,"0,524","0,519",1,"1,1","228,8","244,4","2,3","222,9","0,1","5.114,9"
2022-10-01 06:45,"0,409","0,406","0,8","0,9","225,2","222,4","1,8","222,2","0,2",5.115
2022-10-01 07:00,"0,909","0,875",2,2,"223,9","225,8",4,"223,4","0,4","5.115,2"
2022-10-01 07:15,"1,839","1,66","4,1",4,"225,4","224,4","7,9",224,"0,7","5.115,5"
2022-10-01 07:30,"2,175","2,095","4,9","4,9","220,4","219,5","9,2","227,3","1,2",5.116
2022-10-01 07:45,"0,878","0,855",2,2,"217,9","216,3","3,8","224,6","1,6","5.116,4"
2022-10-01 08:00,"2,82","2,82","6,4","6,3","221,4","219,3","11,8",227,2,"5.116,8"
2022-10-01 08:15,"3,048","2,925","7,2",7,"213,4","212,4","12,9","227,2","2,8","5.117,6"
2022-10-01 08:30,"3,2","3,062","7,6","7,5","211,9","208,3","13,5",228,"3,5","5.118,3"
2022-10-01 08:45,"1,711","1,573","4,2","3,9","212,3","208,4","7,2","226,5","4,2",5.119
2022-10-01 09:00,"2,877","2,877","6,8","6,5","213,9","213,4","11,3","227,8","4,9","5.119,7"
2022-10-01 09:15,"1,565","1,442","3,6","3,5","218,9","216,2","6,6","225,6","5,4","5.120,2"
2022-10-01 09:30,"4,093","3,762",10,"9,7","207,5","205,9",17,"230,8","6,2",5.121
2022-10-01 09:45,"3,66","3,507","8,8","8,7","209,3","206,8","15,3","229,7","7,1","5.121,9"
2022-10-01 10:00,"4,078","3,521","9,8","9,8","208,4","204,9","16,9","230,4","7,9","5.122,7"
2022-10-01 10:15,"4,098","3,898","10,2",10,"203,4","201,9",17,"230,8","8,9","5.123,7"
2022-10-01 10:30,"4,171","4,09","10,5","10,2","201,4","199,9","17,3","230,7","9,8","5.124,6"
2022-10-01 10:45,"3,079","3,079","7,6","7,5","202,8","201,8","12,7","228,4","10,7","5.125,5"
2022-10-01 11:00,"4,427","4,272","11,2","11,1","199,4","195,4","18,2","231,6","11,7","5.126,5"
2022-10-01 11:15,"2,79","2,79","6,8","6,8","203,6","201,1",11,"229,7","12,6","5.127,4"
2022-10-01 11:30,"2,011","1,926","4,7","4,7","214,3","210,3","8,5","227,4","13,1","5.127,9"
2022-10-01 11:45,"1,908","1,831","4,4","4,3","217,9","216,8","8,1","227,2","13,6","5.128,4"
2022-10-01 12:00,"2,166","2,086","4,9",5,"221,1","213,5","9,2","227,6","14,1","5.128,9"
2022-10-01 12:15,"1,797","1,73","4,1","4,1",219,"215,2","7,6","226,7","14,6","5.129,4"
2022-10-01 12:30,"1,7","1,659","3,8","3,8","225,2","219,3","7,2",226,15,"5.129,8"
2022-10-01 12:45,"1,269","1,214","2,8","2,8","223,1","219,3","5,4","225,9","15,3","5.130,1"
2022-10-01 13:00,"1,448","1,404","3,2","3,2","223,6","219,3","6,2","225,5","15,7","5.130,5"
2022-10-01 13:15,"2,44","2,379","5,5","5,5",223,"216,7","10,3",228,"16,2",5.131
2022-10-01 13:30,"3,567","3,312","8,3","8,6","212,2","206,1",15,"230,2",17,"5.131,8"
2022-10-01 13:45,"3,301","3,298","7,6","7,3","220,7","219,3","13,8","229,7","17,5","5.132,3"
2022-10-01 14:00,"1,141","1,113","2,6","2,6","217,4","215,3","4,9",226,"18,1","5.132,9"
2022-10-01 14:15,"1,613","1,571","3,6","3,6","223,1",216,"6,8","226,8","18,4","5.133,2"
2022-10-01 14:30,"3,495","3,355","7,9","7,8","222,1","218,8","14,7",229,"18,8","5.133,6"
2022-10-01 14:45,"1,293","1,219","2,9","2,9","224,5","218,8","5,5","225,8","19,2",5.134
2022-10-01 15:00,"0,902","0,877",2,2,"222,6","219,8","3,9","224,8","19,4","5.134,2"
2022-10-01 15:15,"1,055","1,001","2,3","2,3","222,5","221,2","4,5","225,2","19,7","5.134,5"
2022-10-01 15:30,"2,219","2,157","4,9","4,9","224,1","222,5","9,4","226,8",20,"5.134,8"
2022-10-01 15:45,"1,109","0,879","2,5","2,5","219,7","216,9","4,9","224,4","20,4","5.135,2"
2022-10-01 16:00,"1,256","1,228","2,8","2,7","223,6","222,2","5,4","224,6","20,7","5.135,5"
2022-10-01 16:15,"0,772","0,772","1,7","1,7","221,6","221,8","3,3","222,8",21,"5.135,8"
2022-10-01 16:30,"0,602","0,596","1,3","1,2","234,7","232,8","2,6","222,8","21,1","5.135,9"
2022-10-01 16:45,"0,211","0,211","0,4","0,4","215,3","215,3","0,9","222,2","21,2",5.136
2022-10-01 17:00,"0,234","0,234","0,5","0,5","223,1","215,8",1,"221,5","21,2",5.136
2022-10-01 17:15,"0,186","0,186","0,4","0,4","214,6","213,8","0,8","223,8","21,2",5.136
2022-10-01 17:30,"0,085","0,085","0,2","0,2","204,1","206,3","0,3","223,2","21,3","5.136,1"
2022-10-01 17:45,"0,048","0,048","0,1","0,1","194,2","193,3","0,2","220,6","21,3","5.136,1"
2022-10-01 18:00,"0,047","0,047","0,2","0,2","90,9","88,7","0,2","220,2","21,3","5.136,1"
2022-10-01 18:15,"0,047","0,047","0,2","0,2","90,9","88,7","0,2","220,2","21,3","5.136,1"
2022-10-01 18:30,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 18:45,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 19:00,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 19:15,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 19:30,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 19:45,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 20:00,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 20:15,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 20:30,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 20:45,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 21:00,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 21:15,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 21:30,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 21:45,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 22:00,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 22:15,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 22:30,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 22:45,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 23:00,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 23:15,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 23:30,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-01 23:45,--,--,--,--,--,--,--,--,"21,3","5.136,1"
2022-10-02 00:00,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 00:15,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 00:30,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 00:45,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 01:00,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 01:15,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 01:30,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 01:45,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 02:00,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 02:15,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 02:30,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 02:45,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 03:00,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 03:15,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 03:30,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 03:45,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 04:00,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 04:15,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 04:30,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 04:45,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 05:00,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 05:15,--,--,--,--,--,--,--,--,0,"5.136,1"
2022-10-02 05:30,0,0,0,0,"222,8","222,8",0,"224,3",0,"5.136,1"
2022-10-02 05:45,"0,118","0,118","0,2","0,2","209,6","210,9","0,5","223,2",0,"5.136,1"
2022-10-02 06:00,"0,178","0,178","0,4","0,4","216,1","214,9","0,8","223,1",0,"5.136,1"
2022-10-02 06:15,"0,255","0,255","0,5","0,5","224,1","224,4","1,1","221,7",0,"5.136,1"
2022-10-02 06:30,"0,331","0,331","0,6","0,7","230,1","242,9","1,5","222,5","0,1","5.136,2"
2022-10-02 06:45,"0,64","0,629","0,8","1,8","244,6",237,"2,8","222,8","0,2","5.136,3"
2022-10-02 07:00,"0,868","0,844","0,9","2,7","253,6","226,4","3,7","223,6","0,4","5.136,5"
2022-10-02 07:15,"1,509","1,459","3,3","3,3",225,"222,8","6,5","223,8","0,7","5.136,8"
2022-10-02 07:30,"1,806","1,743",4,4,"222,3","221,4","7,7","226,4","1,1","5.137,2"
2022-10-02 07:45,"2,078","2,014","4,7","4,7","221,1","219,1","8,8",227,"1,5","5.137,6"
2022-10-02 08:00,"2,47","2,382","5,6","5,6","218,1","216,1","10,5",228,"2,1","5.138,2"
2022-10-02 08:15,"2,795","2,693","6,5","6,4","214,7","213,9","11,8","228,6","2,7","5.138,8"
2022-10-02 08:30,"3,17","3,04","7,4","7,3","214,7","213,4","13,3","228,8","3,3","5.139,4"
2022-10-02 08:45,"3,173","3,062","7,3","7,2","217,6","216,9","13,3",229,"3,9",5.140
2022-10-02 09:00,"3,353","3,221","7,6","7,9","217,5","210,4",14,"229,5","4,7","5.140,8"
2022-10-02 09:15,"1,392","1,392","3,2","3,2","218,1","211,1","5,5","225,2","5,2","5.141,3"
2022-10-02 09:30,"3,672","3,657","8,4","8,3","221,1","216,7","15,5","229,6","5,8","5.141,9"
2022-10-02 09:45,"3,7","3,602","8,7","8,8","215,1","207,5","15,4","229,4","6,6","5.142,7"
2022-10-02 10:00,"3,954","3,805","9,5","9,3","209,1","208,5","16,5","229,6","7,3","5.143,4"
2022-10-02 10:15,"3,931","3,789","9,5","9,3","207,5","206,8","16,4","230,4","8,3","5.144,4"
2022-10-02 10:30,"4,012","3,843","9,7","9,6","207,1","205,4","16,7","230,5","9,2","5.145,3"
2022-10-02 10:45,"4,656","4,471","11,4","11,3","204,6","202,4","19,1","232,6","10,1","5.146,2"
2022-10-02 11:00,"3,88","3,88","8,9","9,1","215,6","212,3","10,4","227,6","10,9",5.147
2022-10-02 11:15,"2,759","2,21","6,6","6,6",207,"206,1","11,7","228,4","11,6","5.147,7"
2022-10-02 11:30,"3,744","3,015","8,9","8,7","213,6","209,7","16,2","230,2","12,2","5.148,3"
2022-10-02 11:45,"4,958","3,643",12,"11,7","208,5","207,6","20,4",232,"13,2","5.149,3"
2022-10-02 12:00,"1,546","1,507","3,7","3,6","210,6","206,7","6,5","226,6","13,9",5.150
2022-10-02 12:15,"5,043","4,804","11,9","11,9","213,6",210,"20,8","232,6","14,3","5.150,4"
2022-10-02 12:30,"1,448","1,403","3,4","3,4","213,6","209,4","6,1",226,"14,9",5.151
2022-10-02 12:45,"4,861","4,67","11,6","11,3","211,6",211,20,"231,9","15,3","5.151,4"
2022-10-02 13:00,"1,361","1,3","3,1","3,1",215,211,"5,8","225,6","15,9",5.152
2022-10-02 13:15,"1,316","1,273","2,9","2,9","224,5","218,2","5,6","225,6","16,2","5.152,3"
2022-10-02 13:30,"1,257","1,2","2,8","2,8","221,1","218,9","5,4","224,7","16,5","5.152,6"
2022-10-02 13:45,"1,093","1,072","2,5","2,5","218,2",212,"4,7","224,8",17,"5.153,1"
2022-10-02 14:00,"0,957","0,925","2,2","2,2","213,6","210,9","4,1","223,7","17,5","5.153,6"
2022-10-02 14:15,"3,087","2,961","7,2","7,1","216,1","214,5",13,228,18,"5.154,1"
2022-10-02 14:30,"2,782","2,67","6,4","6,3","217,5",217,"11,7","227,4","18,5","5.154,6"
2022-10-02 14:45,"2,583","2,49","5,8","5,9","221,1","216,5",11,"226,8","19,1","5.155,2"
2022-10-02 15:00,"2,356","2,271","5,4","5,3","219,3","216,5",10,226,"19,7","5.155,8"
2022-10-02 15:15,"2,083","2,018","4,7","4,6","220,1","221,5","8,9","225,4","20,2","5.156,3"
2022-10-02 15:30,"1,825","1,765",4,"4,1","224,4","219,5","7,8",225,"20,7","5.156,8"
2022-10-02 15:45,"1,544","1,495","3,5","3,5","221,5","218,3","6,6","224,4","21,1","5.157,2"
2022-10-02 16:00,"1,255","1,215","2,8","2,7","225,1",223,"5,4","223,4","21,4","5.157,5"
2022-10-02 16:15,"0,931","0,91","2,2","1,8","225,1",234,4,"222,6","21,7","5.157,8"
2022-10-02 16:30,"0,503","0,49","0,9","1,1","241,1","235,3","2,2","222,4","21,9",5.158
2022-10-02 16:45,"0,367","0,367","0,9","0,6","225,9","237,5","1,6","221,4","21,9",5.158
2022-10-02 17:00,"0,211","0,211","0,5","0,4","221,6",220,"0,9","221,8",22,"5.158,1"
2022-10-02 17:15,"0,115","0,115","0,2","0,2","199,6","202,5","0,5","223,7",22,"5.158,1"
2022-10-02 17:30,"0,069","0,069","0,1","0,1","198,6",196,"0,2","222,6",22,"5.158,1"
2022-10-02 17:45,"0,047","0,047","0,1","0,1","194,1","194,7","0,2","221,6",22,"5.158,1"
2022-10-02 18:00,"0,046","0,046","0,1","0,1","123,5","121,3","0,2","219,6",22,"5.158,1"
2022-10-02 18:15,"0,046","0,046","0,1","0,1","123,5","121,3","0,2","219,6",22,"5.158,1"
2022-10-02 18:30,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 18:45,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 19:00,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 19:15,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 19:30,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 19:45,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 20:00,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 20:15,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 20:30,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 20:45,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 21:00,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 21:15,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 21:30,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 21:45,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 22:00,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 22:15,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 22:30,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 22:45,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 23:00,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 23:15,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 23:30,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-02 23:45,--,--,--,--,--,--,--,--,22,"5.158,1"
2022-10-03 00:00,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 00:15,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 00:30,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 00:45,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 01:00,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 01:15,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 01:30,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 01:45,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 02:00,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 02:15,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 02:30,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 02:45,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 03:00,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 03:15,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 03:30,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 03:45,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 04:00,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 04:15,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 04:30,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 04:45,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 05:00,--,--,--,--,--,--,--,--,0,"5.158,1"
2022-10-03 05:15,0,0,0,0,"200,8",201,0,"222,9",0,"5.158,1"
2022-10-03 05:30,0,0,0,0,"216,2","216,4",0,224,0,"5.158,1"
2022-10-03 05:45,0,0,0,0,"214,8",215,0,"224,6",0,"5.158,1"
2022-10-03 06:00,0,0,0,0,"229,2","229,4",0,"223,4",0,"5.158,1"
2022-10-03 06:15,"0,168","0,168","0,3","0,3","212,9","210,1","0,7","224,8",0,"5.158,1"
2022-10-03 06:30,"0,387","0,387","0,8","0,8","218,9","220,6","1,7","225,8",0,"5.158,1"
2022-10-03 06:45,"0,139","0,139","0,3","0,3","207,4","205,1","0,6","224,4","0,1","5.158,2"
2022-10-03 07:00,"0,313","0,313","0,7","0,7","215,9","216,6","1,4","222,8","0,1","5.158,2"
2022-10-03 07:15,"0,4","0,396","0,9","0,9","219,4","217,6","1,8",221,"0,2","5.158,3"
2022-10-03 07:30,"0,736","0,719","1,6","1,6","222,7","223,6","3,2","220,2","0,3","5.158,4"
2022-10-03 07:45,"0,534","0,53","1,2","1,1","220,4","220,6","2,4",218,"0,5","5.158,6"
2022-10-03 08:00,"0,745","0,731","1,6","1,6","223,4","220,2","3,3","222,5","0,6","5.158,7"
2022-10-03 08:15,"0,643","0,608","1,4","1,4","220,5","221,1","2,8","223,6","0,7","5.158,8"
2022-10-03 08:30,"3,991","3,517","8,9","8,8","225,9","224,1","16,8","228,8",1,"5.159,1"
2022-10-03 08:45,"3,284","2,79","7,6","7,8","212,6","213,4",14,"226,6","1,7","5.159,8"
2022-10-03 09:00,"2,462","2,35","5,8","5,7","214,8",211,"10,5",225,"2,4","5.160,5"
2022-10-03 09:15,"1,806","1,747","4,2","4,2","215,1","211,2","7,7","224,4","3,1","5.161,2"
2022-10-03 09:30,"1,149","1,1","2,6","2,6","218,9",215,5,"222,4","3,4","5.161,5"
2022-10-03 09:45,"2,497","2,375","5,6","5,6","221,5","218,9","10,8",224,"3,8","5.161,9"
2022-10-03 10:00,"2,437","2,382","5,7","5,6",215,212,"10,5","222,8","4,5","5.162,6"
2022-10-03 10:15,"1,291","1,247","2,9","2,9","218,8","214,5","5,6","222,2","4,9",5.163
2022-10-03 10:30,"1,492","1,436","3,4","3,3",221,"216,7","6,5","221,6","5,3","5.163,4"
2022-10-03 10:45,"1,289","1,278","2,9","2,9","220,4","217,5","5,6","221,2","5,6","5.163,7"
2022-10-03 11:00,"1,121","1,093","2,5","2,5","220,6","218,2","4,8",224,"5,9",5.164
2022-10-03 11:15,"2,083","2,014","4,7","4,6","222,7",219,"9,1","221,8","6,3","5.164,4"
2022-10-03 11:30,"1,848","1,761","4,2","4,2","218,1",217,8,"222,4","6,8","5.164,9"
2022-10-03 11:45,"1,699","1,656","3,9","3,9","218,4","214,5","7,3","223,4","7,3","5.165,4"
2022-10-03 12:00,"1,895","1,794","4,4","4,4","214,8","212,5","8,1","224,8","7,8","5.165,9"
2022-10-03 12:15,"1,638","1,568","3,8","3,6","215,9","218,5","7,1","222,6","8,2","5.166,3"
2022-10-03 12:30,"2,151","2,151","4,9","4,9","217,6",217,"8,7","222,1","8,7","5.166,8"
2022-10-03 12:45,"2,085","2,004","4,7","4,8","218,5","213,9",9,"222,9","9,2","5.167,3"
2022-10-03 13:00,"2,198","2,143","5,1",5,"217,1",216,"9,5","223,6","9,8","5.167,9"
2022-10-03 13:15,"1,091","1,059","2,5","2,4","218,4",215,"4,8","219,4","10,1","5.168,2"
2022-10-03 13:30,"0,907","0,87","2,1",2,"216,5",216,4,"221,2","10,3","5.168,4"
2022-10-03 13:45,"0,992","0,974","2,2","2,2","219,3","216,4","4,4","220,4","10,6","5.168,7"
2022-10-03 14:00,"0,468","0,466","1,1",1,"213,6",212,"2,1","217,5","10,8","5.168,9"
2022-10-03 14:15,"0,579","0,567","1,3","1,3","215,5","217,5","2,6","217,8","10,9",5.169
2022-10-03 14:30,"0,505","0,496","1,1","1,1","217,5","215,5","2,2","219,2",11,"5.169,1"
2022-10-03 14:45,"0,61","0,596","1,3","1,3",222,"219,5","2,7",217,"11,2","5.169,3"
2022-10-03 15:00,"0,939","0,917","2,1",2,"224,4","222,5","4,2",218,"11,4","5.169,5"
2022-10-03 15:15,"1,097","1,034","2,4","2,4","221,5","220,4","4,9",218,"11,6","5.169,7"
2022-10-03 15:30,"0,893","0,893",2,2,"216,9","214,5","3,8","217,3",12,"5.170,1"
2022-10-03 15:45,"0,844","0,647","1,9","1,9",212,"216,5","3,8","217,7","12,3","5.170,4"
2022-10-03 16:00,"1,091","1,091","2,4","2,3","222,8","228,4","3,6",219,"12,4","5.170,5"
2022-10-03 16:15,"0,331","0,331","0,7","0,7","214,6","214,1","1,4","215,6","12,6","5.170,7"
2022-10-03 16:30,"0,349","0,349","0,8","0,8","215,5","214,4","1,6","216,6","12,7","5.170,8"
2022-10-03 16:45,"0,298","0,293","0,7","0,5","219,9","218,5","1,4","220,4","12,8","5.170,9"
2022-10-03 17:00,"0,146","0,146","0,3","0,3","212,5",207,"0,6","220,2","12,8","5.170,9"
2022-10-03 17:15,"0,116","0,116","0,2","0,2",203,206,"0,5",220,"12,8","5.170,9"
2022-10-03 17:30,"0,063","0,063","0,1","0,1","194,5","196,5","0,2","220,5","12,8","5.170,9"
2022-10-03 17:45,"0,053","0,053","0,1","0,1","159,7",159,"0,2","220,2","12,8","5.170,9"
2022-10-03 18:00,"0,052","0,052","0,3","0,4","65,3","61,7","0,2","219,2","12,8","5.170,9"
2022-10-03 18:15,"0,052","0,052","0,3","0,4","65,3","61,7","0,2","219,2","12,8","5.170,9"
2022-10-03 18:30,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 18:45,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 19:00,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 19:15,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 19:30,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 19:45,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 20:00,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 20:15,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 20:30,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 20:45,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 21:00,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 21:15,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 21:30,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 21:45,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 22:00,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 22:15,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 22:30,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 22:45,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 23:00,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 23:15,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 23:30,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-03 23:45,--,--,--,--,--,--,--,--,"12,8","5.170,9"
2022-10-04 00:00,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 00:15,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 00:30,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 00:45,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 01:00,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 01:15,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 01:30,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 01:45,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 02:00,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 02:15,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 02:30,--,--,--,--,--,--,--,--,0,"5.170,9"
2022-10-04 02:45,--,--,--,--,--,--,--,--,0,"5.170,9"
