Parâmetro do ponto de medição,,,,,,,,,,
Horário,SG5K-D_001_001/Potência CC total(kW),SG5K-D_001_001/Potência ativa total(kW),SG5K-D_001_001/MPPT1(A),SG5K-D_001_001/MPPT2(A),SG5K-D_001_001/MPPT1(V),SG5K-D_001_001/MPPT2(V),SG5K-D_001_001/Corrente da fase A(A),SG5K-D_001_001/Tensão da Fase A(V),SG5K-D_001_001/Geração de energia ao longo do dia(kWh),SG5K-D_001_001/Geração de energia total(kWh)
2022-10-15 18:00,"0,047","0,047","0,2","0,2","105,3","104,2","0,1","220,7","17,8","5.371,7"
2022-10-15 18:15,"0,047","0,047","0,2","0,2","105,3","104,2","0,1","220,7","17,8","5.371,7"
2022-10-15 18:30,"0,047","0,047","0,2","0,2","105,3","104,2","0,1","220,7","17,8","5.371,7"
2022-10-15 18:45,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 19:00,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 19:15,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 19:30,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 19:45,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 20:00,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 20:15,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 20:30,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 20:45,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 21:00,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 21:15,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 21:30,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 21:45,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 22:00,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 22:15,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 22:30,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 22:45,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 23:00,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 23:15,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 23:30,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-15 23:45,--,--,--,--,--,--,--,--,"17,8","5.371,7"
2022-10-16 00:00,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 00:15,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 00:30,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 00:45,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 01:00,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 01:15,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 01:30,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 01:45,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 02:00,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 02:15,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 02:30,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 02:45,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 03:00,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 03:15,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 03:30,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 03:45,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 04:00,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 04:15,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 04:30,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 04:45,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 05:00,--,--,--,--,--,--,--,--,0,"5.371,7"
2022-10-16 05:15,0,0,0,0,"218,3","218,4",0,"223,7",0,"5.371,7"
2022-10-16 05:30,0,0,0,0,"233,7","233,8",0,"222,5",0,"5.371,7"
2022-10-16 05:45,"0,131","0,131","0,2","0,3","212,9","209,7","0,5","223,8",0,"5.371,7"
2022-10-16 06:00,"0,235","0,235","0,5","0,5","214,4","218,2",1,"221,6",0,"5.371,7"
2022-10-16 06:15,"0,455","0,451",1,1,"222,4","223,7",2,"222,5","0,1","5.371,8"
2022-10-16 06:30,"0,663","0,662","1,4","1,4","223,8","234,7","2,9","223,9","0,2","5.371,9"
2022-10-16 06:45,"1,178","1,152","1,5","3,6","234,9","227,9","5,1","224,6","0,4","5.372,1"
2022-10-16 07:00,"0,982","0,953","0,8","3,4","251,2","223,7","4,2","224,7","0,6","5.372,3"
2022-10-16 07:15,"1,823","1,702","4,1","4,2","211,9","222,2","7,7","227,1","0,9","5.372,6"
2022-10-16 07:30,"2,134","2,057","4,8","4,8","218,2","220,2",9,228,"1,4","5.373,1"
2022-10-16 07:45,"2,394","2,303","5,5","5,5","217,4","216,1","10,2","225,8","1,9","5.373,6"
2022-10-16 08:00,"2,635","2,532","6,1","6,1","214,9","212,1","11,2","226,1","2,5","5.374,2"
2022-10-16 08:15,"3,431","3,281","8,1","7,9","212,4","213,2","14,5",227,"3,1","5.374,8"
2022-10-16 08:30,"1,086","1,086","2,6","2,5","209,7","210,7","4,6","222,8","3,7","5.375,4"
2022-10-16 08:45,"0,663","0,615","1,6","1,5","202,9","205,3","2,8","221,8","4,3",5.376
2022-10-16 09:00,"1,267","1,133","2,8","2,8","224,9","217,2","5,5","223,9","4,6","5.376,3"
2022-10-16 09:15,"1,417","1,281","3,3","3,2","216,9","215,1","6,1","224,3","5,1","5.376,8"
2022-10-16 09:30,"1,228","1,194","2,9","2,8","211,1","209,7","5,3",224,"5,7","5.377,4"
2022-10-16 09:45,"2,15","2,15","5,2","4,8","211,3","215,8","8,3","224,4","6,2","5.377,9"
2022-10-16 10:00,"1,43","1,372","3,4","3,3",212,"209,5","6,1",223,"6,8","5.378,5"
2022-10-16 10:15,"3,315","3,315","7,8","8,1",209,"207,5","13,3","226,4","7,6","5.379,3"
2022-10-16 10:30,"1,331","1,287","3,1","3,1","212,3",208,"5,7","223,5","8,2","5.379,9"
2022-10-16 10:45,"1,553","1,492","3,6","3,6","215,4","212,5","6,6","225,8","8,6","5.380,3"
2022-10-16 11:00,"1,857","1,777","4,3","4,2","217,8",214,"7,9","225,8",9,"5.380,7"
2022-10-16 11:15,"2,257","2,214","5,7","5,4","204,4","198,6","9,5","228,2","10,1","5.381,8"
2022-10-16 11:30,"5,18","4,887","12,5","12,4","209,5","206,1","21,3","232,5","10,8","5.382,5"
2022-10-16 11:45,"1,4","1,328","3,2","3,2",216,213,"5,9","226,6","11,2","5.382,9"
2022-10-16 12:00,"2,052","1,869","5,1","4,7","207,9","207,2","8,6","227,8","12,1","5.383,8"
2022-10-16 12:15,"2,355","2,184","5,8","5,5","207,7","205,2","9,9","227,5","12,9","5.384,6"
2022-10-16 12:30,"4,65","4,424","11,6","11,6","203,5","195,7","19,1","231,5","13,9","5.385,6"
2022-10-16 12:45,"4,614","4,614","11,1","11,6",205,"200,3",16,"230,1","14,8","5.386,5"
2022-10-16 13:00,"1,614","1,542","3,9","3,8","210,1",207,"6,8","226,4","15,4","5.387,1"
2022-10-16 13:15,"1,465","1,391","3,4","3,4","215,5","213,5","6,2",227,"15,7","5.387,4"
2022-10-16 13:30,"1,941","1,503","4,6","4,5","214,8","211,2","8,2",227,"16,2","5.387,9"
2022-10-16 13:45,"2,278","1,905","5,5","5,2","212,1","211,2","9,5","227,2","16,9","5.388,6"
2022-10-16 14:00,"1,749","1,672","4,1",4,"213,1",211,"7,4","226,8","17,6","5.389,3"
2022-10-16 14:15,"3,16","3,065","7,3",7,"222,6","217,5","13,3","229,1","18,1","5.389,8"
2022-10-16 14:30,"1,448","1,405","3,3","3,3","218,8","213,7","6,2","225,7","18,7","5.390,4"
2022-10-16 14:45,"1,172","1,136","2,7","2,6","219,8","217,6",5,"224,8","19,1","5.390,8"
2022-10-16 15:00,"1,151","1,125","2,6","2,6","219,1","219,3",5,"224,6","19,3",5.391
2022-10-16 15:15,"2,748","2,611","6,4","6,3","213,3","215,5","11,6","227,6","19,9","5.391,6"
2022-10-16 15:30,"2,507","2,43","5,4",6,"224,3","212,1","10,6","227,3","20,5","5.392,2"
2022-10-16 15:45,"0,836","0,797","1,9","1,9","216,2","213,5","3,6","224,6","20,8","5.392,5"
2022-10-16 16:00,"0,465","0,465","1,1",1,"214,3","214,5",2,"223,5",21,"5.392,7"
2022-10-16 16:15,"0,238","0,238","0,5","0,5","212,2","210,5",1,"223,3","21,1","5.392,8"
2022-10-16 16:30,"0,69","0,676","1,4","1,4","235,8","236,3",3,"223,3","21,2","5.392,9"
2022-10-16 16:45,"0,327","0,327","0,6","0,7","236,7","234,1","1,4",222,"21,3",5.393
2022-10-16 17:00,"0,149","0,149","0,3","0,3","211,3",209,"0,6","222,8","21,3",5.393
2022-10-16 17:15,"0,118","0,118","0,2","0,2","205,8",205,"0,5","222,8","21,4","5.393,1"
2022-10-16 17:30,"0,098","0,098","0,2","0,2","200,3","203,5","0,4","222,4","21,4","5.393,1"
2022-10-16 17:45,"0,052","0,052","0,1","0,1","194,8",200,"0,2",221,"21,4","5.393,1"
2022-10-16 18:00,0,0,0,0,"152,2","150,1",0,"220,9","21,4","5.393,1"
2022-10-16 18:15,0,0,0,0,"152,2","150,1",0,"220,9","21,4","5.393,1"
2022-10-16 18:30,0,0,0,0,"152,2","150,1",0,"220,9","21,4","5.393,1"
2022-10-16 18:45,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 19:00,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 19:15,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 19:30,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 19:45,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 20:00,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 20:15,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 20:30,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 20:45,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 21:00,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 21:15,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 21:30,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 21:45,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 22:00,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 22:15,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 22:30,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 22:45,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 23:00,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 23:15,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 23:30,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-16 23:45,--,--,--,--,--,--,--,--,"21,4","5.393,1"
2022-10-17 00:00,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 00:15,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 00:30,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 00:45,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 01:00,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 01:15,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 01:30,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 01:45,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 02:00,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 02:15,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 02:30,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 02:45,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 03:00,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 03:15,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 03:30,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 03:45,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 04:00,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 04:15,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 04:30,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 04:45,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 05:00,--,--,--,--,--,--,--,--,0,"5.393,1"
2022-10-17 05:15,0,0,0,0,"223,3","223,5",0,224,0,"5.393,1"
2022-10-17 05:30,0,0,0,0,"232,7","232,6",0,"224,2",0,"5.393,1"
2022-10-17 05:45,"0,123","0,123","0,2","0,2","209,4",214,"0,5","221,8",0,"5.393,1"
2022-10-17 06:00,"0,24","0,24","0,5","0,5","213,4","214,5","1,1","222,2",0,"5.393,1"
2022-10-17 06:15,"0,192","0,192","0,4","0,4","214,9","215,5","0,8","222,4","0,1","5.393,2"
2022-10-17 06:30,"0,794","0,778","1,6","1,6","223,9",249,"3,5","222,7","0,1","5.393,2"
2022-10-17 06:45,"0,82","0,802","0,6","2,9","236,9","227,9","3,6","223,6","0,3","5.393,4"
2022-10-17 07:00,"1,03","1,004","0,8","3,6","258,7","225,5","4,5","222,6","0,5","5.393,6"
2022-10-17 07:15,"2,073","1,918","4,6","4,6",222,"221,7",9,"223,2","0,9",5.394
2022-10-17 07:30,"2,279","2,193","5,1","5,2","219,9","217,5","9,8","224,5","1,4","5.394,5"
2022-10-17 07:45,"0,7","0,686","1,6","1,6","211,3","213,5",3,"219,8","1,8","5.394,9"
2022-10-17 08:00,"2,389","1,573","5,7","5,4","211,9","214,3","10,3","225,6","2,1","5.395,2"
2022-10-17 08:15,"2,412","2,412","5,4","5,3","222,9","222,9","6,4","222,5","2,4","5.395,5"
2022-10-17 08:30,"3,523","3,523","8,6","7,5","215,2","221,9","9,7","223,2","2,9",5.396
2022-10-17 08:45,"3,002","3,002",7,"6,9","213,9","215,4","4,2",222,"3,4","5.396,5"
2022-10-17 09:00,"1,299","1,21",3,"2,9","215,7",214,"5,6",223,"3,8","5.396,9"
2022-10-17 09:15,"1,232","1,182","2,8","2,8","217,8","214,9","5,4","222,2","4,3","5.397,4"
2022-10-17 09:30,"4,943","4,697","11,7","11,5","212,4",212,"20,9",226,"4,8","5.397,9"
2022-10-17 09:45,"4,802","4,579","11,8","11,7","205,5",201,"20,2","226,9","5,9",5.399
2022-10-17 10:00,"4,778","4,552","11,8","11,8","204,9","198,8","20,2","226,2","6,6","5.399,7"
2022-10-17 10:15,"1,672","1,618","4,3","4,2","198,8","192,1","7,2","220,8","7,7","5.400,8"
2022-10-17 10:30,"0,895","0,857","2,1","2,1","209,9","205,6","3,9","218,8","8,1","5.401,2"
2022-10-17 10:45,"5,049","4,855",11,"10,8","232,5","229,8","21,7","225,1","8,7","5.401,8"
2022-10-17 11:00,"1,358","1,313","3,2","3,1","214,8","209,5","5,9","220,2","9,3","5.402,4"
2022-10-17 11:15,"0,835","0,813","1,9","1,8","216,8","215,5","3,6","222,6","9,6","5.402,7"
2022-10-17 11:30,"0,602","0,58","1,4","1,3","213,3",217,"2,6","218,1","9,7","5.402,8"
2022-10-17 11:45,"0,603","0,595","1,4","1,3","218,3",222,"2,6","218,8","9,9",5.403
2022-10-17 12:00,"0,695","0,679","1,6","1,5","215,8","218,5",3,"221,8",10,"5.403,1"
2022-10-17 12:15,"1,363","1,322",3,3,"224,2",225,"5,9","221,4","10,3","5.403,4"
2022-10-17 12:30,"4,011","3,402","9,3","8,8","222,2","217,5","16,9","228,2","10,8","5.403,9"
2022-10-17 12:45,"1,04","1,021","2,3","2,3","220,8","219,7","4,5","221,2","11,3","5.404,4"
2022-10-17 13:00,"5,066","4,855","11,6","11,9","219,4",209,"21,6","224,8",12,"5.405,1"
2022-10-17 13:15,"4,432","3,873","10,6","10,5","211,2","206,6","19,1","222,4",13,"5.406,1"
2022-10-17 13:30,"4,046","3,841","9,8","9,5","209,7","207,6","17,5","221,7",14,"5.407,1"
2022-10-17 13:45,"3,758","3,604","8,9","8,9","211,7","207,1","16,3","221,4","14,9",5.408
2022-10-17 14:00,"4,164","3,984","9,9",10,"211,7","204,6","17,9","223,4","15,8","5.408,9"
2022-10-17 14:15,"3,664","3,53","8,6","8,5","215,2","211,6","15,8","221,6","16,5","5.409,6"
2022-10-17 14:30,"2,671","2,671","6,2","6,1","216,6","215,3","9,6","218,3","17,2","5.410,3"
2022-10-17 14:45,"2,883","2,774","6,7","6,6","216,1","214,1","12,6","218,8","17,9",5.411
2022-10-17 15:00,"2,666","2,556","6,2","6,1","216,7","213,5","11,5","223,2","18,5","5.411,6"
2022-10-17 15:15,"2,607","2,484","6,1","5,9","216,2","217,1","11,5","218,8","19,1","5.412,2"
2022-10-17 15:30,"1,944","1,944","4,1","4,6","225,8",220,"8,6","217,4","19,6","5.412,7"
2022-10-17 15:45,"0,979","0,979","2,2","2,2","215,3","214,6","4,2","217,2",20,"5.413,1"
2022-10-17 16:00,"1,152","1,123","2,6","2,5","219,4","221,9","5,1","219,7","20,3","5.413,4"
2022-10-17 16:15,"0,553","0,543","1,2","1,2","217,2","214,1","2,4","215,7","20,5","5.413,6"
2022-10-17 16:30,"0,663","0,646","1,4","1,4","233,2","234,1",3,"216,2","20,6","5.413,7"
2022-10-17 16:45,"0,289","0,28","0,6","0,6","230,7","225,6","1,3","218,6","20,7","5.413,8"
2022-10-17 17:00,"0,205","0,205","0,4","0,4","223,7","221,6","0,9","217,4","20,8","5.413,9"
2022-10-17 17:15,"0,118","0,118","0,2","0,2","204,7","205,1","0,5","219,2","20,8","5.413,9"
2022-10-17 17:30,"0,083","0,083","0,1","0,2","199,2","200,6","0,3","216,2","20,8","5.413,9"
2022-10-17 17:45,"0,051","0,051","0,1","0,1","195,7","201,6","0,2","218,3","20,8","5.413,9"
2022-10-17 18:00,"0,046","0,046","0,3","0,3","69,9","65,5","0,2","217,4","20,8","5.413,9"
2022-10-17 18:15,"0,046","0,046","0,3","0,3","69,9","65,5","0,2","217,4","20,8","5.413,9"
2022-10-17 18:30,"0,046","0,046","0,3","0,3","69,9","65,5","0,2","217,4","20,8","5.413,9"
2022-10-17 18:45,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 19:00,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 19:15,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 19:30,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 19:45,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 20:00,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 20:15,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 20:30,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 20:45,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 21:00,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 21:15,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 21:30,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 21:45,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 22:00,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 22:15,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 22:30,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 22:45,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 23:00,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 23:15,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 23:30,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-17 23:45,--,--,--,--,--,--,--,--,"20,8","5.413,9"
2022-10-18 00:00,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 00:15,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 00:30,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 00:45,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 01:00,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 01:15,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 01:30,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 01:45,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 02:00,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 02:15,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 02:30,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 02:45,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 03:00,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 03:15,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 03:30,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 03:45,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 04:00,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 04:15,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 04:30,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 04:45,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 05:00,--,--,--,--,--,--,--,--,0,"5.413,9"
2022-10-18 05:15,0,0,0,0,"216,4","216,5",0,223,0,"5.413,9"
2022-10-18 05:30,"0,113","0,113","0,2","0,2","189,4","201,4","0,5","223,1",0,"5.413,9"
2022-10-18 05:45,"0,153","0,153","0,3","0,3","211,9","209,9","0,7","221,8",0,"5.413,9"
2022-10-18 06:00,"0,293","0,293","0,6","0,6","212,9","213,9","1,3","222,8",0,"5.413,9"
2022-10-18 06:15,"0,409","0,409","0,9","0,9","220,9","221,4","1,8","223,2","0,1",5.414
2022-10-18 06:30,"0,806","0,795","1,8","1,7","221,9","224,5","3,5",224,"0,3","5.414,2"
2022-10-18 06:45,"0,656","0,643","1,5","1,4","219,3","220,4","2,8","223,2","0,4","5.414,3"
2022-10-18 07:00,"0,701","0,682","1,1","1,9","239,4","220,9",3,"222,9","0,6","5.414,5"
2022-10-18 07:15,"2,105","2,105","4,9","4,5","216,3","222,9","8,6",222,"0,9","5.414,8"
2022-10-18 07:30,"0,989","0,972","2,3","2,2","210,8","213,8","4,3","223,2","1,4","5.415,3"
2022-10-18 07:45,"1,313","1,313","3,1","2,9","214,8","215,3","5,5","224,3","1,8","5.415,7"
2022-10-18 08:00,"1,176","1,117","2,7","2,6","217,2","216,4","5,1","222,6","2,1",5.416
2022-10-18 08:15,"0,747","0,734","1,7","1,6","219,4","215,5","3,2","221,6","2,3","5.416,2"
2022-10-18 08:30,"0,511","0,506","1,1","1,1","216,4","214,9","2,2","219,8","2,4","5.416,3"
2022-10-18 08:45,"1,53","1,453","3,4","3,3","226,4","227,3","6,6","223,2","2,6","5.416,5"
2022-10-18 09:00,"2,984","2,984","6,4","6,7","227,1","226,2","12,6","223,6","3,1",5.417
2022-10-18 09:15,"4,126","4,106","9,9","9,6","211,5",210,"17,6","225,1","3,9","5.417,8"
2022-10-18 09:30,"1,941","1,847","4,6","4,5","213,4",212,"8,4",223,"4,5","5.418,4"
2022-10-18 09:45,"2,676","2,53","6,4","6,3","211,5","208,2","11,4","224,8","5,2","5.419,1"
2022-10-18 10:00,"1,376","1,321","3,3","3,1","212,2","210,1","5,9","222,6","5,8","5.419,7"
2022-10-18 10:15,"5,117","4,919","11,1","11,9","226,3","217,7","21,5","228,4","6,4","5.420,3"
2022-10-18 10:30,"3,68","3,427","9,2",9,203,"198,4","15,5","226,9","7,5","5.421,4"
2022-10-18 10:45,"5,172","4,781","12,5","12,2","210,3",207,"21,4","230,1","8,3","5.422,2"
2022-10-18 11:00,"2,687","2,687","6,5","6,3","209,5","207,4","11,1",226,"9,1",5.423
2022-10-18 11:15,"3,063","3,063",8,"7,5","195,6","195,3","11,9",226,"10,1",5.424
2022-10-18 11:30,"0,748","0,748","1,8","1,6","213,5","212,7","3,2","222,6","10,4","5.424,3"
2022-10-18 11:45,"0,715","0,684","1,6","1,5",220,"220,7","3,1","224,3","10,5","5.424,4"
2022-10-18 12:00,"1,166","1,137","2,6","2,5","228,5","225,9",5,225,"10,8","5.424,7"
2022-10-18 12:15,"0,908","0,899",2,"1,9","225,2","226,2","3,9","223,9","11,1",5.425
2022-10-18 12:30,"0,527","0,521","1,2","1,1","224,5","222,2","2,3","223,2","11,2","5.425,1"
2022-10-18 12:45,"0,945","0,923","2,1",2,"223,1","222,7","4,1","222,8","11,4","5.425,3"
2022-10-18 13:00,"1,501","1,426","3,3","3,2",229,"225,9","6,5","222,4","11,7","5.425,6"
2022-10-18 13:15,"1,165","1,148","2,5","2,5","227,8","225,7","5,1","219,9","12,1",5.426
2022-10-18 13:30,"0,944","0,922","2,1",2,"226,1","223,4","4,2","220,7","12,3","5.426,2"
2022-10-18 13:45,"0,996","0,978","2,2","2,2","223,9","223,7","4,4",222,"12,5","5.426,4"
2022-10-18 14:00,"1,023","0,996","2,2","2,2","226,2","223,7","4,5","221,4","12,8","5.426,7"
2022-10-18 14:15,"0,965","0,946","2,1","2,1",225,"223,6","4,2","220,2",13,"5.426,9"
2022-10-18 14:30,"0,537","0,532","1,2","1,2",220,"220,2","2,4","221,2","13,2","5.427,1"
2022-10-18 14:45,"0,642","0,626","1,4","1,4","218,9","221,7","2,8","220,8","13,3","5.427,2"
2022-10-18 15:00,"0,812","0,792","1,8","1,8","222,5","222,7","3,6","220,3","13,5","5.427,4"
2022-10-18 15:15,"0,738","0,725","1,6","1,6","219,5","223,7","3,2","221,7","13,7","5.427,6"
2022-10-18 15:30,"0,68","0,664","1,5","1,5","219,1","220,2",3,"220,8","13,8","5.427,7"
2022-10-18 15:45,"0,617","0,604","1,4","1,3",221,"220,2","2,7","220,6",14,"5.427,9"
2022-10-18 16:00,"0,543","0,534","1,2","1,2","218,1","218,2","2,4","220,6","14,1",5.428
2022-10-18 16:15,"0,218","0,218","0,5","0,5",210,"210,7",1,"220,2","14,2","5.428,1"
2022-10-18 16:30,"0,235","0,235","0,5","0,5","214,5","214,2",1,"219,8","14,3","5.428,2"
2022-10-18 16:45,"0,135","0,135","0,3","0,3","203,5","208,2","0,6","220,7","14,3","5.428,2"
2022-10-18 17:00,"0,15","0,15","0,3","0,3",208,"208,7","0,6","222,7","14,3","5.428,2"
2022-10-18 17:15,"0,136","0,136","0,3","0,3",212,"206,7","0,6","222,6","14,3","5.428,2"
2022-10-18 17:30,"0,107","0,107","0,2","0,2",203,"204,2","0,4","221,6","14,4","5.428,3"
2022-10-18 17:45,"0,049","0,049","0,1","0,1",198,"198,2","0,2","221,8","14,4","5.428,3"
2022-10-18 18:00,"0,048","0,048","0,1","0,2","117,2","113,1","0,2",221,"14,4","5.428,3"
2022-10-18 18:15,"0,048","0,048","0,1","0,2","117,2","113,1","0,2",221,"14,4","5.428,3"
2022-10-18 18:30,"0,048","0,048","0,1","0,2","117,2","113,1","0,2",221,"14,4","5.428,3"
2022-10-18 18:45,--,--,--,--,--,--,--,--,"14,4","5.428,3"
2022-10-18 19:00,--,--,--,--,--,--,--,--,"14,4","5.428,3"
2022-10-18 19:15,--,--,--,--,--,--,--,--,"14,4","5.428,3"
