Timestamp,kW
2022-10-31 11:00:00,0.734
2022-10-31 11:30:00,0.74
2022-10-31 12:00:00,1.347
2022-10-31 12:30:00,2.119
2022-10-31 13:00:00,1.558
2022-10-31 13:30:00,1.168
2022-10-31 14:00:00,1.885
2022-10-31 14:30:00,0.945
2022-10-31 15:00:00,1.772
2022-10-31 15:30:00,0.866
2022-10-31 16:00:00,0.767
2022-10-31 16:30:00,0.517
2022-10-31 17:00:00,0.363
2022-10-31 17:30:00,0.136
2022-10-31 18:00:00,0.046
2022-10-31 18:30:00,0.0
2022-10-31 19:00:00,0.0
