,Generation(kWh),GHI_sum,DNI_sum,DHI_sum,Temperature_mean,Temperature_max,Relative Humidity_mean,Wind Speed_mean,Cloud Type_mean,sin_day,cos_day
2024-07-13,194.15,2499,1110,2131,23.9875,28.200000000000003,71.75,0.0,1.5833333333333333,-0.20455206612620058,-0.9788556850953579
2024-07-14,143.8,3255,3758,1667,24.075000000000003,28.4,71.40958333333334,0.0,1.2083333333333333,-0.22132528438243218,-0.9752000402445826
2024-07-15,338.0,4789,6090,1136,24.020833333333332,29.200000000000003,73.21708333333333,0.0,1.25,-0.23803327706148514,-0.9712569994658315
2024-07-16,287.5,4438,6163,1136,24.09166666666667,28.4,73.56125,0.0,0.5833333333333334,-0.254671120241229,-0.9670277247913203
2024-07-17,305.8,5030,7335,830,24.512500000000003,29.4,70.64916666666666,0.0,0.9166666666666666,-0.2712339106729102,-0.9625134626077081
2024-07-18,337.3,4645,5865,1311,24.354166666666668,30.0,68.98666666666666,0.0,2.2083333333333335,-0.287716767226167,-0.9577155432887803
2024-07-19,358.0,4996,6755,1015,23.333333333333332,27.1,76.44291666666668,0.0,0.4166666666666667,-0.3041148323275178,-0.9526353808033826
2024-07-20,326.6,4523,6072,1456,22.945833333333336,26.9,74.625,0.0,0.7083333333333334,-0.32042327339191096,-0.947274472298717
2024-07-21,167.9,2121,395,1960,23.1125,27.5,77.75666666666667,0.0,2.2916666666666665,-0.3366372842469099,-0.941634397659126
2024-07-22,312.4,4652,6144,1226,23.558333333333334,28.700000000000003,72.42916666666666,0.0,1.0833333333333333,-0.35275208654909473,-0.9357168190404936
2024-07-23,303.5,4479,5756,1634,23.349999999999998,27.6,69.74041666666666,0.0,0.6666666666666666,-0.36876293119226006,-0.9295234803804003
2024-07-24,270.4,3937,4303,1440,23.233333333333334,27.8,70.8025,0.0,1.2916666666666667,-0.38466509970700097,-0.9230562068841761
2024-07-25,268.1,4437,6397,1063,23.666666666666668,28.200000000000003,69.13166666666667,0.0,0.5833333333333334,-0.40045390565126615,-0.9163169044870049
2024-07-26,255.8,4078,4212,1980,23.8625,29.1,75.41083333333334,0.0,1.25,-0.4161246959914748,-0.9093075592922356
2024-07-27,206.60000000000002,3709,3329,1937,24.21666666666667,28.9,79.04958333333333,0.0,1.8333333333333333,-0.431672852473784,-0.9020302369860707
2024-07-28,157.4,4231,5283,1551,24.566666666666666,29.1,77.54458333333334,0.0,0.7083333333333334,-0.44709379298511404,-0.8944870822287955
2024-07-29,357.9,5044,6148,1184,25.120833333333334,30.9,73.72916666666667,0.0,1.1666666666666667,-0.4623829729035149,-0.88668031802274
2024-07-30,216.2,2979,1086,2282,23.891666666666666,28.1,82.81416666666667,0.0,1.8333333333333333,-0.4775358864374881,-0.8786122450571483
2024-07-31,274.3,3649,1973,2335,23.21666666666667,26.5,83.63208333333334,0.0,2.3333333333333335,-0.4925480679538642,-0.8702852410301554
2024-08-01,270.7,2539,1494,1987,23.520833333333332,27.1,74.84833333333334,0.0,2.0,-0.5074150932938452,-0.8617017599480683
2024-08-02,75.5,4069,4347,1435,23.416666666666668,27.1,78.4775,0.0,1.625,-0.5221325810768248,-0.8528643314021597
2024-08-03,256.6,4116,3635,1856,23.462500000000002,26.5,87.34791666666666,0.0,2.0416666666666665,-0.5366961939916003,-0.8437755598231858
2024-08-04,240.6,3197,2816,2164,23.516666666666666,27.5,83.89458333333333,0.0,1.625,-0.5511016400745998,-0.8344381237138474
2024-08-05,334.0,4952,5961,1365,23.458333333333332,27.3,80.56541666666666,0.0,0.7916666666666666,-0.5653446739747425,-0.8248547748594246
2024-08-06,323.0,4864,6559,1370,23.420833333333334,28.1,77.88583333333334,0.0,0.5833333333333334,-0.5794210982045637,-0.8150283375168114
2024-08-07,315.0,4300,5113,1888,23.4875,28.3,70.61708333333333,0.0,0.625,-0.5933267643772321,-0.8049617075821958
2024-08-08,403.1,5781,8498,787,24.02916666666667,30.3,70.74333333333334,0.0,0.6666666666666666,-0.6070575744291004,-0.794657851737625
2024-08-09,389.1,5379,6341,1166,24.599999999999998,30.200000000000003,73.08749999999999,0.0,1.0833333333333333,-0.6206094818274228,-0.7841198065767104
2024-08-10,375.8,5449,7017,1100,24.608333333333334,31.4,74.06333333333333,0.0,1.0,-0.6339784927628865,-0.77335067770973
2024-08-11,212.5,2447,334,2207,21.408333333333335,24.700000000000003,73.94916666666667,0.0,2.7916666666666665,-0.6471606673266059,-0.7623536388483905
2024-08-12,155.8,4333,4070,1820,24.8625,31.9,75.41000000000001,0.0,2.8333333333333335,-0.6601521206712315,-0.7511319308705201
2024-08-13,272.6,3510,1426,2523,21.729166666666668,25.0,65.18833333333333,0.0,6.541666666666667,-0.6729490241558326,-0.7396888608649671
2024-08-14,322.9,4175,3021,2309,22.258333333333336,26.6,68.68916666666667,0.0,2.2083333333333335,-0.6855476064742154,-0.7280278011569848
2024-08-15,295.7,4115,3726,1674,23.329166666666666,28.6,72.82916666666667,0.0,1.25,-0.6979441547663433,-0.7161521883143935
2024-08-16,383.3,5582,7181,1247,23.587500000000002,29.1,78.00916666666667,0.0,0.5416666666666666,-0.7101350157125356,-0.7040655221348059
2024-08-17,383.5,5953,8120,955,23.395833333333332,28.9,75.86666666666666,0.0,0.5416666666666666,-0.7221165966101161,-0.691771364614222
2024-08-18,403.3,6056,8349,925,23.320833333333336,28.9,76.24374999999999,0.0,0.041666666666666664,-0.7338853664321993,-0.6792733388972929
2024-08-19,373.6,5506,6868,1613,23.770833333333332,28.700000000000003,75.50541666666668,0.0,0.375,-0.7454378568683003,-0.6665751282095631
2024-08-20,429.5,6119,8430,893,24.145833333333332,30.8,70.82041666666667,0.0,0.125,-0.7567706633464625,-0.653680474772006
2024-08-21,307.6,4559,3501,2434,24.012500000000003,29.200000000000003,78.55541666666666,0.0,0.875,-0.7678804460366,-0.6405931786981752
2024-08-22,209.2,2909,1220,2402,24.1875,29.3,76.40333333333334,0.0,1.7083333333333333,-0.7787639308347605,-0.627317096874294
2024-08-23,325.4,5693,6196,1696,24.816666666666666,30.0,73.93375,0.0,1.1666666666666667,-0.7894179103280194,-0.6138561418226122
2024-08-24,401.7,6016,7513,1189,25.15416666666667,30.3,73.83875,0.0,0.125,-0.7998392447397191,-0.6002142805483686
2024-08-25,362.6,5073,4063,2473,25.020833333333332,29.9,74.49875,0.0,0.9166666666666666,-0.8100248628547748,-0.5863955333706962
2024-08-26,268.7,3928,2645,2339,22.920833333333334,26.200000000000003,78.90958333333333,0.0,1.5416666666666667,-0.8199717629247767,-0.5724039727378154
2024-08-27,57.4,1991,5,1988,21.587500000000002,24.700000000000003,74.61291666666666,0.0,2.7916666666666665,-0.8296770135526185,-0.5582437220268655
2024-08-28,77.8,4267,2922,2875,21.96666666666667,26.200000000000003,72.29416666666667,0.0,2.4583333333333335,-0.8391377545563938,-0.5439189543287248
2024-08-29,328.5,4464,3080,2588,22.224999999999998,26.6,67.76291666666667,0.0,1.375,-0.8483511978123038,-0.5294338912181854
2024-08-30,426.9,6381,8292,1079,23.27916666666667,28.200000000000003,65.32375,0.0,0.20833333333333334,-0.8573146280763322,-0.514792801509831
2024-08-31,420.3,6507,8491,1053,23.570833333333336,29.8,69.79791666666667,0.0,0.08333333333333333,-0.8660254037844385,-0.5000000000000004
2024-09-01,411.7,6069,7017,1594,23.770833333333332,29.4,68.6975,0.0,0.4166666666666667,-0.8744809578310394,-0.4850598461951967
2024-09-02,433.2,6210,7122,1448,25.36666666666667,33.1,69.16000000000001,0.0,0.08333333333333333,-0.8826787983255475,-0.4699767430273199
2024-09-03,344.4,5532,4692,2380,25.070833333333336,31.5,73.34875,0.0,0.4166666666666667,-0.8906165093267404,-0.45475513555610575
2024-09-04,308.8,5203,3727,2615,25.17916666666667,30.5,75.18083333333334,0.0,0.625,-0.8982917515547529,-0.43939950965914165
2024-09-05,307.6,5974,5787,1809,25.566666666666666,31.6,71.04875,0.0,0.375,-0.9057022630804714,-0.42391439070986087
2024-09-06,128.1,5549,4611,2429,25.120833333333334,30.200000000000003,72.1675,0.0,0.9583333333333334,-0.9128458599921354,-0.40830434224389367
2024-09-07,321.8,4778,2780,3257,24.733333333333334,29.700000000000003,73.24291666666666,0.0,1.7916666666666667,-0.9197204370389468,-0.3925739646141714
2024-09-08,287.5,4716,2904,3038,24.391666666666666,29.1,78.13458333333334,0.0,1.0833333333333333,-0.9263239682514951,-0.3767278936351848
2024-09-09,160.4,4502,3749,2575,24.820833333333336,29.6,69.07083333333334,0.0,1.25,-0.9326545075388225,-0.3607707992167831
2024-09-10,388.6,6486,7537,1497,24.700000000000003,29.700000000000003,67.75666666666667,0.0,0.2916666666666667,-0.9387101892619443,-0.3447073839879337
2024-09-11,211.8,4714,4612,2342,25.125,30.0,72.13041666666668,0.0,0.8333333333333334,-0.9444892287836613,-0.32854238191083474
2024-09-12,371.7,5810,5908,2094,25.02916666666667,29.700000000000003,71.81291666666667,0.0,0.75,-0.9499899229945009,-0.3122805568857948
2024-09-13,393.2,6025,6012,2100,24.950000000000003,29.9,72.34666666666666,0.0,0.5416666666666666,-0.9552106508146316,-0.29592670134728966
2024-09-14,314.4,5059,4191,2853,25.512500000000003,30.5,72.88208333333334,0.0,1.2916666666666667,-0.9601498736716017,-0.2794856348516098
2024-09-15,356.0,5635,5182,2399,25.52916666666667,30.8,72.67041666666667,0.0,1.125,-0.9648061359537644,-0.2629622026565152
2024-09-16,380.6,5557,4480,2442,25.77916666666667,30.9,75.18625,0.0,1.7083333333333333,-0.9691780654392534,-0.24636127429331536
2024-09-17,112.0,2350,667,2168,24.587500000000002,28.9,77.30791666666667,0.0,2.1666666666666665,-0.9732643737003823,-0.2296877421317963
2024-09-18,149.6,3596,2011,2500,23.887500000000003,27.9,72.80833333333334,0.0,2.0833333333333335,-0.9770638564833508,-0.21294651993841573
2024-09-19,304.4,4313,2441,2995,24.220833333333335,28.8,75.71249999999999,0.0,1.0833333333333333,-0.9805753940631429,-0.19614254142819712
2024-09-20,262.5,4026,2597,2679,25.020833333333332,29.700000000000003,77.44333333333334,0.0,1.2916666666666667,-0.9837979515735163,-0.1792807588107359
2024-09-21,314.2,5495,3661,2959,25.329166666666666,30.4,74.93208333333334,0.0,0.7916666666666666,-0.9867305793119814,-0.16236614133076413
2024-09-22,384.3,6022,5877,2152,25.516666666666666,30.4,73.44833333333334,0.0,0.5416666666666666,-0.9893724130196829,-0.14540367380369032
2024-09-23,408.5,6212,6039,2147,25.483333333333334,30.200000000000003,72.82416666666667,0.0,0.5833333333333334,-0.9917226741361014,-0.12839835514655154
2024-09-24,214.6,5416,5823,1947,25.46666666666667,30.5,75.38375,0.0,0.5416666666666666,-0.9937806700284985,-0.11135519690480865
2024-09-25,416.5,6530,7141,1939,25.65416666666667,30.200000000000003,74.09166666666667,0.0,0.4583333333333333,-0.9955457941960382,-0.09427922177542443
2024-09-26,207.7,6153,6524,1796,25.620833333333334,29.700000000000003,70.615,0.0,0.625,-0.9970175264485267,-0.07717546212664643
2024-09-27,438.0,7212,8455,1330,26.0625,31.4,69.13041666666668,0.0,0.25,-0.998195433059714,-0.06004895851494849
2024-09-28,275.1,4470,2048,3088,25.775000000000002,30.9,75.35708333333334,0.0,1.4583333333333333,-0.9990791668951153,-0.04290475819955383
2024-09-29,226.2,3003,92,2933,24.474999999999998,27.9,82.55333333333333,0.0,4.0,-0.9996684675143132,-0.025747913654988113
2024-09-30,333.1,4289,2312,2773,25.083333333333332,29.200000000000003,80.84708333333333,0.0,2.7916666666666665,-0.9999631612477099,-0.008583481082086734
2024-10-01,231.4,5344,4391,3180,25.191666666666666,29.8,73.31208333333333,0.0,1.0,-0.9999631612477099,0.008583481082087254
2024-10-02,469.9,7368,8617,1382,25.720833333333335,31.6,72.24166666666666,0.0,0.25,-0.999668467514313,0.025747913654988634
2024-10-03,401.1,7374,8545,1333,26.516666666666666,32.2,72.36958333333332,0.0,0.2916666666666667,-0.9990791668951153,0.04290475819955435
2024-10-04,296.6,4681,2234,3114,26.745833333333334,32.2,71.85666666666667,0.0,2.4583333333333335,-0.998195433059714,0.06004895851494813
2024-10-05,312.0,3531,873,3106,24.40416666666667,27.700000000000003,75.35458333333334,0.0,2.625,-0.9970175264485267,0.07717546212664607
2024-10-06,508.5,7198,7472,1938,23.8,28.200000000000003,64.92208333333333,0.0,1.2083333333333333,-0.9955457941960382,0.09427922177542405
2024-10-07,334.3,4474,1427,3651,24.09166666666667,29.200000000000003,66.66083333333334,0.0,2.25,-0.9937806700284985,0.11135519690480827
2024-10-08,347.9,4853,2798,2981,25.941666666666666,32.300000000000004,70.25875,0.0,1.8333333333333333,-0.9917226741361016,0.1283983551465503
2024-10-09,411.8,6637,5148,2538,27.3125,34.800000000000004,76.8,0.0,3.875,-0.9893724130196829,0.14540367380368996
2024-10-10,83.4,1486,91,1468,24.791666666666668,27.700000000000003,87.22541666666666,0.0,5.208333333333333,-0.9867305793119814,0.16236614133076377
2024-10-11,190.0,2497,166,2437,25.137500000000003,28.4,85.69291666666668,0.0,3.75,-0.9837979515735163,0.17928075881073555
2024-10-12,355.6,4775,2341,2752,28.191666666666666,34.300000000000004,74.6475,0.0,5.625,-0.980575394063143,0.19614254142819676
2024-10-13,371.0,5377,2237,3374,25.7625,28.5,81.71083333333333,0.0,2.25,-0.9770638564833509,0.21294651993841537
2024-10-14,377.1,5427,3364,2426,25.016666666666666,28.5,72.93708333333333,0.0,2.0,-0.9732643737003827,0.22968774213179508
2024-10-15,385.6,5811,3469,3369,24.587500000000002,28.5,70.95791666666666,0.0,3.8333333333333335,-0.9691780654392538,0.24636127429331414
2024-10-16,379.0,6322,4425,2673,25.308333333333334,29.5,74.86041666666667,0.0,3.9166666666666665,-0.9648061359537647,0.262962202656514
2024-10-17,485.9,7231,7598,1716,27.545833333333334,33.6,76.03875000000001,0.0,1.6666666666666667,-0.9601498736716018,0.2794856348516095
2024-10-18,419.3,6359,4835,2456,27.333333333333332,32.1,73.29666666666667,0.0,4.75,-0.9552106508146317,0.2959267013472893
2024-10-19,485.1,6735,5359,2713,27.337500000000002,32.5,76.02333333333333,0.0,4.166666666666667,-0.9499899229945011,0.3122805568857945
2024-10-20,273.9,3573,917,2769,26.575000000000003,30.3,82.00625000000001,0.0,6.666666666666667,-0.9444892287836614,0.3285423819108344
2024-10-21,144.2,1574,45,1545,24.658333333333335,26.6,90.19125000000001,0.0,6.833333333333333,-0.938710189261944,0.3447073839879342
2024-10-22,372.5,5546,4145,3238,25.691666666666666,30.200000000000003,78.10125000000001,0.0,2.5416666666666665,-0.9326545075388223,0.3607707992167836
2024-10-23,421.4,6518,5203,3051,26.604166666666668,31.700000000000003,75.64625,0.0,2.3333333333333335,-0.9263239682514949,0.3767278936351853
2024-10-24,459.4,5951,4750,2879,26.745833333333334,31.5,75.91625,0.0,2.5416666666666665,-0.9197204370389466,0.3925739646141719
2024-10-25,468.3,6399,4562,2980,27.554166666666664,32.1,73.27125,0.0,5.875,-0.9128458599921356,0.40830434224389334
2024-10-26,505.3,7288,6841,1918,28.512500000000003,34.6,69.16166666666668,0.0,3.9583333333333335,-0.9057022630804715,0.42391439070986053
2024-10-27,193.9,2438,130,2340,26.05,29.0,83.3875,0.0,4.708333333333333,-0.898291751554753,0.4393995096591413
2024-10-28,237.2,3047,269,2835,25.1375,28.4,85.99374999999999,0.0,4.5,-0.8906165093267406,0.4547551355561054
2024-10-29,114.2,1424,35,1410,25.283333333333335,29.700000000000003,87.72833333333334,0.0,5.416666666666667,-0.8826787983255476,0.46997674302731957
2024-10-30,97.8,1830,30,1810,23.8,26.700000000000003,88.2575,0.0,6.375,-0.8744809578310401,0.4850598461951956
2024-10-31,253.6,3321,604,2823,24.633333333333336,28.1,83.80458333333333,0.0,5.583333333333333,-0.8660254037844386,0.5000000000000001
2024-11-01,340.3,4864,2064,3684,24.870833333333334,27.6,85.62625000000001,0.0,3.7083333333333335,-0.8573146280763323,0.5147928015098306
2024-11-02,315.9,4823,2870,2703,25.229166666666668,29.4,84.61083333333333,0.0,4.25,-0.848351197812304,0.5294338912181851
2024-11-03,292.5,3288,885,2777,25.337500000000002,29.200000000000003,81.73625,0.0,5.0,-0.8391377545563939,0.5439189543287245
2024-11-04,286.2,3629,846,3029,25.104166666666668,28.9,84.00208333333333,0.0,5.125,-0.8296770135526191,0.5582437220268645
2024-11-05,117.0,2960,364,2731,24.304166666666664,26.700000000000003,87.2375,0.0,5.708333333333333,-0.8199717629247775,0.5724039727378144
2024-11-06,326.4,4633,1894,3339,25.233333333333334,29.200000000000003,84.56458333333333,0.0,2.9166666666666665,-0.8100248628547756,0.5863955333706952
2024-11-07,434.8,5278,3703,2911,25.958333333333332,29.8,81.60041666666667,0.0,2.8333333333333335,-0.7998392447397198,0.6002142805483676
2024-11-08,378.8,5023,3724,2390,27.008333333333336,31.4,77.35833333333333,0.0,3.75,-0.7894179103280197,0.613856141822612
2024-11-09,302.7,3845,932,3112,26.358333333333334,31.200000000000003,86.14291666666666,0.0,5.833333333333333,-0.7787639308347607,0.6273170968742937
2024-11-10,427.0,5602,2757,3355,23.74166666666667,26.3,84.40916666666666,0.0,4.916666666666667,-0.7678804460366002,0.640593178698175
2024-11-11,329.6,4293,1885,3361,24.233333333333334,28.1,79.76,0.0,2.25,-0.7567706633464628,0.6536804747720056
2024-11-12,580.5,8396,10164,1045,26.366666666666664,32.7,78.50791666666667,0.0,0.041666666666666664,-0.7454378568682999,0.6665751282095634
2024-11-13,407.8,6288,4939,2283,27.287499999999998,32.1,82.74875,0.0,3.4166666666666665,-0.7338853664321989,0.6792733388972934
2024-11-14,228.1,3008,193,2836,25.224999999999998,27.8,89.92291666666667,0.0,6.666666666666667,-0.7221165966101161,0.6917713646142221
2024-11-15,361.8,4739,1428,3694,25.691666666666666,29.0,82.62916666666666,0.0,3.4166666666666665,-0.7101350157125358,0.7040655221348057
2024-11-16,490.5,5864,2982,3642,25.479166666666668,29.5,79.795,0.0,3.4583333333333335,-0.6979441547663436,0.7161521883143932
2024-11-17,283.6,2945,464,2573,24.954166666666666,28.4,83.95666666666666,0.0,5.25,-0.6855476064742156,0.7280278011569846
2024-11-18,376.3,5061,3505,2733,25.8125,30.3,79.57333333333334,0.0,2.4583333333333335,-0.6729490241558331,0.7396888608649665
2024-11-19,402.9,6298,6326,2409,26.40416666666667,31.1,78.59708333333334,0.0,0.875,-0.6601521206712321,0.7511319308705195
2024-11-20,505.4,7636,8258,1547,27.204166666666666,32.4,77.20291666666667,0.0,1.125,-0.6471606673266065,0.7623536388483899
2024-11-21,288.0,5910,3835,2920,27.358333333333334,33.6,78.48583333333333,0.0,4.375,-0.6339784927628872,0.7733506777097294
2024-11-22,318.2,3911,779,3284,25.066666666666666,27.5,88.97166666666668,0.0,5.708333333333333,-0.6206094818274227,0.7841198065767104
2024-11-23,116.7,1538,48,1512,23.325,24.9,89.11583333333334,0.0,6.166666666666667,-0.607057574429101,0.7946578517376245
2024-11-24,369.8,3770,719,3312,23.541666666666668,26.700000000000003,76.36708333333333,0.0,2.7083333333333335,-0.5933267643772321,0.8049617075821958
2024-11-25,461.6,6639,5559,2719,23.837500000000002,27.5,70.63875,0.0,1.9166666666666667,-0.5794210982045647,0.8150283375168107
2024-11-26,404.7,6218,5518,3210,24.675,29.0,67.22541666666667,0.0,1.5,-0.5653446739747432,0.8248547748594242
2024-11-27,542.3,8455,9954,1219,25.754166666666666,31.5,75.53083333333333,0.0,0.125,-0.5511016400745998,0.8344381237138475
2024-11-28,454.0,6725,6261,2405,27.137500000000003,32.5,78.60208333333334,0.0,0.6666666666666666,-0.5366961939916011,0.8437755598231853
2024-11-29,462.3,6402,4691,2772,28.358333333333334,34.0,77.11,0.0,3.5,-0.5221325810768248,0.8528643314021598
2024-11-30,435.0,6436,4234,2739,28.125,33.300000000000004,78.83458333333333,0.0,4.041666666666667,-0.5074150932938463,0.8617017599480677
2024-12-01,359.1,3579,325,3302,26.224999999999998,30.1,87.09041666666667,0.0,5.166666666666667,-0.4925480679538645,0.8702852410301551
2024-12-02,508.4,6691,5623,2324,27.587500000000002,32.300000000000004,81.67083333333333,0.0,3.875,-0.47753588643748845,0.8786122450571482
2024-12-03,527.5,7377,6533,2218,28.104166666666668,33.5,77.64291666666666,0.0,7.25,-0.4623829729035152,0.8866803180227398
2024-12-04,461.5,6521,5012,2826,26.512500000000003,29.4,82.10375,0.0,3.8333333333333335,-0.44709379298511437,0.8944870822287954
2024-12-05,444.2,8573,9750,1316,26.545833333333334,31.200000000000003,73.80166666666666,0.0,0.75,-0.43167285247378356,0.9020302369860709
2024-12-06,519.8,8277,8728,1779,26.625,31.5,76.16291666666667,0.0,0.5833333333333334,-0.4161246959914751,0.9093075592922355
2024-12-07,562.6,8375,9578,1581,27.433333333333334,32.7,75.58125,0.0,0.25,-0.4004539056512665,0.9163169044870048
2024-12-08,571.3,7889,8224,1895,28.350000000000005,34.300000000000004,74.69291666666668,0.0,2.0,-0.3846650997070013,0.923056206884176
2024-12-09,492.9,7507,7570,2315,27.825000000000003,32.9,73.51083333333334,0.0,1.0,-0.3687629311922604,0.9295234803804002
2024-12-10,509.1,7028,5631,3082,27.6125,32.0,72.05875,0.0,4.333333333333333,-0.3527520865490943,0.9357168190404939
2024-12-11,137.0,2247,92,2173,24.883333333333336,26.6,82.94916666666667,0.0,6.666666666666667,-0.3366372842469107,0.9416343976591258
2024-12-12,434.3,4719,1584,3736,24.579166666666666,27.6,81.95083333333334,0.0,2.7083333333333335,-0.3204232733919109,0.947274472298717
2024-12-13,353.7,4600,1781,3460,25.666666666666668,29.8,82.7375,0.0,4.958333333333333,-0.30411483232751857,0.9526353808033823
2024-12-14,387.7,5067,2563,3505,26.058333333333334,29.8,85.60374999999999,0.0,5.25,-0.28771676722616696,0.9577155432887803
2024-12-15,361.3,5550,2602,3709,26.291666666666668,29.0,86.17833333333334,0.0,6.458333333333333,-0.27123391067291097,0.9625134626077079
2024-12-16,449.0,5902,3368,3097,26.875,30.6,87.83875,0.0,6.25,-0.25467112024122895,0.9670277247913203
2024-12-17,143.6,5697,3681,3066,27.837500000000002,33.2,82.63,0.0,6.5,-0.23803327706148678,0.9712569994658311
2024-12-18,350.1,4339,1386,3530,26.17916666666667,28.9,84.64458333333333,0.0,6.0,-0.22132528438243296,0.9752000402445824
2024-12-19,388.4,5416,4532,2617,26.854166666666668,31.0,82.84083333333334,0.0,2.5416666666666665,-0.2045520661262005,0.9788556850953579
2024-12-20,494.5,6590,5443,3154,27.1125,30.700000000000003,81.38791666666667,0.0,3.0833333333333335,-0.1877185654371994,0.9822228566828405
2024-12-21,357.4,5414,2680,3377,27.720833333333335,31.700000000000003,75.05958333333334,0.0,6.875,-0.17082974322534408,0.985300562686109
2024-12-22,539.7,6753,5113,2548,27.762500000000003,32.6,75.05416666666667,0.0,5.833333333333333,-0.1538905767040627,0.9880878960910771
2024-12-23,329.2,4116,1046,3139,27.258333333333336,31.3,82.41041666666666,0.0,6.208333333333333,-0.1369060579234754,0.9905840354577969
2024-12-24,191.3,2788,497,2402,25.46666666666667,28.0,91.06958333333334,0.0,6.333333333333333,-0.1198811922992275,0.99278824516254
2024-12-25,262.9,3250,405,3075,26.033333333333335,29.4,84.25583333333334,0.0,3.7083333333333335,-0.1028209971373608,0.9946998756145891
2024-12-26,477.0,6155,5071,2665,26.745833333333334,30.6,75.84791666666668,0.0,3.5416666666666665,-0.08573050015569487,0.9963183634476755
2024-12-27,513.5,6690,5084,2710,27.095833333333335,31.4,75.85125000000001,0.0,6.166666666666667,-0.06861473800213468,0.9976432316860063
2024-12-28,478.4,7957,7748,1902,27.375,31.5,75.39541666666666,0.0,3.4166666666666665,-0.05147875477034641,0.9986740898848305
2024-12-29,321.6,4848,2751,2805,27.09583333333333,31.0,74.48208333333334,0.0,6.583333333333333,-0.034327600513243496,0.9994106342455052
2024-12-30,189.8,2806,465,2471,26.8875,31.3,85.03833333333334,0.0,5.583333333333333,-0.017166329754707492,0.9998526477050269
2024-12-31,321.5,4205,1565,3049,26.558333333333334,30.3,84.74041666666666,0.0,5.708333333333333,-2.4492935982947064e-16,1.0
